photo_id,business_id,caption,label,caption_clean,has_caption
14pQHBQEsFuPoOpiXf1ocA,kBgiy6ulQRiATWFPZjTPKA,,outside,,False
HW4wVn_ZTWVhGywAdvDa_Q,Scai7ZFQLGAInHruaWFRoA,"Bartender, Paul Gustings",inside,"Bartender, Paul Gustings",True
SjueD9udCOl5gwoTlrGU7A,j58e2H4bk3pabri34IkpBQ,,food,,False
FgXwjALOxa2NPAZlhqGYKA,EagkHaaC-kUozD3MPzbRIw,Kitchen off the dining room,inside,Kitchen off the dining room,True
xcXsYAZ3QPMrA4z_ESFbdw,0JlxuzzDo1Sv89S9ApI9Ng,,drink,,False
I-vtQhxBi5pqDvapH8eRxw,IQ-FUxpwpibrfOpj6d8Asg,,food,,False
_6hfqIIQbufg0O2pKEMBuA,ngosa7gVH134bQfXR5JboQ,,inside,,False
Bg3Hm2wDxjWsNhjX-obd8g,3fVYGQr_ldW2_1QlXJjpaQ,,food,,False
7lJPB6ql7ye6eD-xEG5uLA,e1WJ1qcgF2TBkoYzopeTgQ,Next to Frenchmen art walk,outside,Next to Frenchmen art walk,True
IjYqDKKdXxYaXuWeN7MY-w,LM-GRIDsDrH9jx6-rYXIoQ,,food,,False
ywmgPU7uEIcXxtZTb9eVDQ,_C7QiQQc47AOEv4PE3Kong,,food,,False
pYbph5oYz1gQmLa7zkCEgg,7pKzyzCFC7LpX82sM-0aMg,,inside,,False
-Rj7PgoX_S5Kiy8SUHqC6Q,uR7G8I4Cef9D9R340TN24Q,Step 1: Oysters on Oysters on Oysters,food,Step 1: Oysters on Oysters on Oysters,True
-PCuO-cFVal454RkBMtMEQ,Edg22x3CZkIv0GUib2oEFA,Wings,food,Wings,True
okEsW5vdydGqZ_EDR5gL6w,EagkHaaC-kUozD3MPzbRIw,,inside,,False
d2VWvuN2a5wstGccVU8w-g,-AaxZJ_I4rSFOBJbBz4SlQ,,outside,,False
ZvLIL3vHft6o_AhH9yg2kA,BCc22qCuePzF3j2AVvrkxg,dining room,inside,dining room,True
4wnyFmxb3CYkVi4aHvDErg,nePr9450kf-eEGYD-Qn21w,Pig Candy Bacon Bites IG: @huangryfoodie,food,Pig Candy Bacon Bites IG: @huangryfoodie,True
7AvEDM2ZxVYi4c7BlKZeRQ,MwonUzoiUq0dpEVlIVBryw,Crab cakes and yakitori,food,Crab cakes and yakitori,True
QTAZCBq14cs9sFlGFzrM9A,Exh1uNhTSDR1hGivZBIylA,Refreshing Mojito,drink,Refreshing Mojito,True
pIbxG72Ft0alp0dh5nj7Nw,rAMlyZQe5eFrdLRVQfY4ZQ,The bar area at Buffa's,inside,The bar area at Buffa's,True
7dyujV1PcHJ14mH_6Ck3lw,aI2w94F3TvIuPTcflKVCJQ,,food,,False
VkIKkbabdROR7hw380rnOg,DnuRO4i1yI5REm5v1pUxWQ,E,menu,E,True
y_OuuTJQsviCEbFlJ8_J2g,hehd01egY8RSpCxnPyMbQA,,inside,,False
WQdNvvXZ6w_aeSfvxfr_jQ,I6L0Zxi5Ww0zEWSAVgngeQ,,inside,,False
o-s2vpyXvMZeS1iqw30JoA,R7ZqfB-4Z7jyl73iQ58nEQ,Proscuitto & Asparagus Salad,food,Proscuitto & Asparagus Salad,True
apQBRvyKQR7PJ1mvi__bsQ,FlDkxuO6MGrW7x1OJTtJew,,inside,,False
3x8ET79qcflBrKLwnaAgCA,Y2Pfil51rNvTd_lFHwzb_g,,food,,False
jiiDHCIOGC-op1u3u1BkxA,hfbZ97Te3T4jeWN6GgsGrQ,,inside,,False
d6BHURoEiCNSciOvlTDdJA,FCfTUUTYXfZchPvx7tkoWA,,drink,,False
yHqs5JUzPFzUlkM6Z9Xm2g,mhrW9O0O5hXGXGnEYBVoag,Interior,inside,Interior,True
uOF-Im4kw2shSU9XDOc_hw,UeYZgcORV2Veo_BZzdiaTg,Inside,inside,Inside,True
8rJzkkzGPOAhU-g4rbmHUg,8FWAoGPBwRS3I7_FP7u-Mw,"Crispy Chicken Wings, Crab and Conch Fritters, Bottomless Mimosas",food,"Crispy Chicken Wings, Crab and Conch Fritters, Bottomless Mimosas",True
DcmQwvVCedM8A3WG_youQw,UnQriKTiNsYnyPE3Rt8lTQ,,food,,False
OypL6abeUQPjw6mSlcM73w,OjXIRs2Gm4H6hWo4bC7Qvg,The slider burgers with crispy onion,food,The slider burgers with crispy onion,True
A_X1xxd8DyuiviBxFWitvA,d5IbvRTwnvmaHg_wiq0XrQ,Meauxbar Interior - photo:Gabrielle Geiselman-Milone,inside,Meauxbar Interior - photo:Gabrielle Geiselman-Milone,True
kTki-BhbKvRUhO521WyEHw,_h94BxrrFKPvzUIRx3Xkhg,Where the magic happens,food,Where the magic happens,True
rajg-Nr5sol9LbVIweyPIA,iahjwbeWRFFfv6voeeZoXw,,outside,,False
IztTfxc-kSIbxYKTX67-pw,VaO-VW3e1kARkU9bP1E7Fw,Oysters Rockefeller,food,Oysters Rockefeller,True
Q97gnQcmpssSNuruuT-ElA,3kc7vVRl845AknJtUqGRAg,"Chicken kabob, beef kabob, potato kibbeh and wheat kibbeh.  Everything is very good!",food,"Chicken kabob, beef kabob, potato kibbeh and wheat kibbeh.  Everything is very good!",True
ZcBJ1--GPVBHpQZJqKeMpQ,X1aAjsufci2ibaxSbhFl4Q,Front sign,outside,Front sign,True
TYnOrJujQ7oFfJ0cgWcSwA,YvrV_Tc9syF2Wch0HOIT3A,Eggs flamingo with Gouda grits,food,Eggs flamingo with Gouda grits,True
YdqB25adBCW0G6WjTMd9rA,asz2Bsfk5vIn6Hh4K4BQeQ,,drink,,False
RqQhCN6ZT1yJfjwAdQU4pA,z0MXYel0okwMqLjgMkKD2A,Dirty Mac! Smoked Gouda Mac and Cheese with Crawfish and Turkey Tasso from Dirty Dishes.,food,Dirty Mac! Smoked Gouda Mac and Cheese with Crawfish and Turkey Tasso from Dirty Dishes.,True
sWyxKDLJgYzZkrFK7yRBiQ,gjbmwlYUImb2lQBp5LV3KA,,inside,,False
kR1LcDozW2hUotLJBoAwfQ,yyZheinbU4-tTDKPcg-ZZw,Cute atmosphere waiting on food and will update momentarily!!,inside,Cute atmosphere waiting on food and will update momentarily!!,True
p7YkmM7LDqIqT2gH7EP5_g,d7nBe3AX5IihO56neUax0Q,,food,,False
kSTE2DAehnqdHWSqsPHYKw,GBTPC53ZrG1ZBY3DT8Mbcw,,outside,,False
HvKdWoTqLQgNmlUAuzBXwQ,W57cR9a7XP6RX56MSWHJJA,,inside,,False
tXSTyxzvTp_Gu9NZFRYkZQ,R3T_74k4uj2R6chmCruY1Q,,food,,False
LofIdjKVxJou8mIkCxtybA,OoM2j5LPJC4Mofl2XQjBvQ,,food,,False
tVU8bjtlQqhX1SKvUQg3bQ,7GmQ9LYOoHuvsiaIJuLykQ,Breakfast,food,Breakfast,True
01E4-PwNHUH72rUEPs2Xiw,qb28j-FNX1_6xm7u372TZA,"Combo : jambalaya, crawfish etouffe, shrimp creole",food,"Combo : jambalaya, crawfish etouffe, shrimp creole",True
kPp8B9wVbsKcr-Xh05ycSw,Iso6F11o-W4g6d7OUEaMng,,food,,False
qmgvsRJop50OUkbCv7DJ6g,h_tRcijFYxrUiZ59FXfBOQ,"Large, light, airy comfortable space. Few gift items and cards. Still Perkin' in The Rink, Garden District, New Orleans",inside,"Large, light, airy comfortable space. Few gift items and cards. Still Perkin' in The Rink, Garden District, New Orleans",True
1ci4YXAl_lUJLHct6xG3eQ,SjiRaZoWaDpkCCpq5SsrMw,Oysters Rockefeller,food,Oysters Rockefeller,True
CCBLB3bG3PDMvBAq3MDBvg,GBRQ70B7TOhs8M40w6WGbw,,drink,,False
-qRL27sSx8QuQttoZdZZMQ,QVGHZ_gV-0fO8GeHnNK17A,,outside,,False
vVQi2r6WW_xWQ1Tc3iPBNw,xZileQFJ7h-0QKjtGc9xgg,Seating 1,inside,Seating 1,True
Jbi7ou40M5ykXaNU_96bhQ,SJIQFKTW6uUsOo29w9IHxw,Out front,outside,Out front,True
fEoeVt17JkWYLY4DZ079Dg,2QGyW4T6E_4iSltdx9i2RQ,Shucker,food,Shucker,True
5UzoNgPZdulBg5rTGZg4vg,GBTPC53ZrG1ZBY3DT8Mbcw,seafood shelf,food,seafood shelf,True
kjx-McAodrgCN5CDHp311w,r-Drt9uX6Oob0iNKJoW3-g,,inside,,False
Z4kxUE1fLj19VYmWrBgeOg,YUDcLokFMZOtyWAmVY3jwA,,inside,,False
tA5qGnyEv8g8o1utNWWmtg,OPW8NuOC_9FVFXsaHOO5JA,,food,,False
-b6y1sCIeKbDmmhXk1v7Rw,I6L0Zxi5Ww0zEWSAVgngeQ,Beignet,food,Beignet,True
W7X3Md_tl23JoJOHEIDIyw,a2MBcILvTHHd2PBYm912sA,,inside,,False
VC0XR7KPnhABU74im0VmSA,CZ907J8vyP0xs56ggEgsqQ,,food,,False
BQ9qELNmPEjB4kSG9cjGJA,c-iKAO2GBzSKjm7y1Oljcw,,food,,False
3b9eY85ilfNHFuGqOtj0zA,_ab50qdWOk0DdB6XOrBitw,,inside,,False
yG4aB5NHkZ6wu-p8d20Lng,TVDe34aKHkjaEOtCqffwbw,,drink,,False
x1BmofYpMynXRgJmnxT_UQ,H41S-qS3NOUJSbIqWTuyIA,,outside,,False
9cwwKSIVsipd-MHXXqC6Fw,sMhdwnrxQd8NWPCxLKqG2A,,outside,,False
NIgaMleJCs8-zppTLyy8pw,yKAOohng_AJl22LgjBPl1g,,food,,False
4fkOz4Igmh0xFhbPe-B9Iw,I3Uy20BKx7G-Fzz6hLIeWg,,food,,False
5F8nP8j3m19X242wykoP5Q,iwmW2mgcn2YdirXUHCsgXQ,Catch and cook at the Bourbon House in New Orleans.,food,Catch and cook at the Bourbon House in New Orleans.,True
jl-MG-WjZvaO4NISn2t-Mg,H41S-qS3NOUJSbIqWTuyIA,,outside,,False
yhh__2vy5vA1WVZOevbR_Q,FEXhWNCMkv22qG04E83Qjg,,food,,False
7Nn7fOxrj_2ijSvYKBOm8g,m5-FtgWRd4qA7j0vaOXiXQ,,inside,,False
72IMHtD2EIZ4kJcBLViU6A,6Ty-KKWq6hLZYW8DWEHYvg,And of course the divine obligatory hrlurricanes!,inside,And of course the divine obligatory hrlurricanes!,True
Ba9B59hdZcNcdZlFHNrA1Q,9xdXS7jtWjCVzL4_oPGv9A,,food,,False
NwuDwv28zRzFx-VT7JnCPQ,GIo6CTonm96GbnHqLsw04g,Buku breaux,inside,Buku breaux,True
XHEAUTcu_3vU6XSLj9iE7Q,n_fUROdhfmLwd_mpBi55ew,Circa 2012,inside,Circa 2012,True
pEHTS-yQNHG7vgdInu2cZQ,QVGHZ_gV-0fO8GeHnNK17A,,inside,,False
mEh5L71tygaVyEjRlvhyZA,YwezxSSXcrT5GOTI5MddPg,,inside,,False
3Ks-vSqqgl1hDMqPsn-5Xg,_X4t5U6oI6yXE9WBAtdu8w,Burnt Ends,food,Burnt Ends,True
KvDYP2a9spB1ptr8W60GZQ,Vz2RN55rTJBGn43K1v84nA,,inside,,False
cJ1WVkYV8v8ojq3aOGvV0g,I0I2mkCOPTYVSLpc8A8VVw,Pimm's cup,food,Pimm's cup,True
2Cd3RCyDNgCa9FpUwBaW6A,gcboPfvHc2Kv8s_f5L0HIw,Side car  Photo by: Kat Kimball,drink,Side car  Photo by: Kat Kimball,True
sCVCBRHiEVlzyHbAR-DM-Q,oBNrLz4EDhiscSlbOl8uAw,Part 2 menu,menu,Part 2 menu,True
JHRUPBqah8si5i8u70RkzQ,FEXhWNCMkv22qG04E83Qjg,,drink,,False
mWSNFQ6GurdQeZJahSgnjw,24f-qQokEN2UvBNHMWLm3A,Escargots a la Bourguignonne,food,Escargots a la Bourguignonne,True
r33lOh2yZ29O_E1WY1M-sQ,nJxeH1phWTAXVltSb5bcbg,"Super cheap, fresh and tasty! Ordered online!",food,"Super cheap, fresh and tasty! Ordered online!",True
7vjrtJyLwz4KYZXpAYxonA,SbuLL-8eSaUs-huaYR5_IQ,Fries and I love their sauces,food,Fries and I love their sauces,True
11A0UwH8MnaadniZx2fWew,-UEeCTgxud4OGWshX4x-jw,Interior,inside,Interior,True
bbEuVUyJLRNhhoDD_o7thg,hfbZ97Te3T4jeWN6GgsGrQ,,inside,,False
rxveZGySS_IaH3-rjmK-yQ,-xaY1TlMf20Ol9QLcDSU6Q,,outside,,False
dlod93dJOEBtf63Nhi9gLA,7GUjQC6k8RcGwySfJcAW_g,Powdered Beignets,food,Powdered Beignets,True
fc9dPRh8A4g5O9itHoEJuQ,agK5cXwnBQozM2M-5kLvzw,,outside,,False
I_O_NNNmwT3Q3mOtH9ghBw,Y2NFeGtConx1qciSPKcRlA,,food,,False
A6bIs1eQINgmBCDOSEBOEQ,Cbktlvci_z4HwdqPUW-5cg,,food,,False
BCqEWlc1xfKm68191TCC7g,e1WJ1qcgF2TBkoYzopeTgQ,Cool little place with some serious musicians downstairs,inside,Cool little place with some serious musicians downstairs,True
hukDynC9bCU8qxNt2uOR0w,FEXhWNCMkv22qG04E83Qjg,,food,,False
t9Rwx_EItq2iaW3hwOpWBw,ft6I8fOrKQtVdM_trVXk8A,,inside,,False
4fzBCmJX7fkTlQcn3j5vhg,vfmHUg7jWnfzLb90vcuLSg,,food,,False
e_z3wCF6W4204DIOnVgrrA,ku8cAVBLaF_4rI-yK6gNnQ,"Eggs Owen  -Poached eggs served over fingerling potatoes, braised short rib and hollandaise",food,"Eggs Owen  -Poached eggs served over fingerling potatoes, braised short rib and hollandaise",True
d3BhJ4l6YKWC2eOlAuo4MQ,htx6Uime2SkiE-zC7hxb-g,Shrimp and grits appetizer,food,Shrimp and grits appetizer,True
QJUv_TaDTP-gutrpGdwh7Q,q6hWVlVeiCgMgM22wt1wfw,,food,,False
fRgoM0wVoV4ZNiHBbE7ILw,UeY30shIL5ZhTw9fpnR8Fw,Purple People Eater!,drink,Purple People Eater!,True
Zvdvq94UylzRTXv8BhqHxQ,hfbZ97Te3T4jeWN6GgsGrQ,"Crawfish gravy with grits, poached eggs, and cheesy biscuits.",food,"Crawfish gravy with grits, poached eggs, and cheesy biscuits.",True
63bzAY11nnYRj6wFVGOp_A,2px6TBM430hX0T49rm95yQ,,food,,False
LeLEUrZCoZ3hrz72HoWE8A,WOdqMURCc0CHXUllPZwpqQ,,inside,,False
AOf9cFJoZNa8MAJhIOVwAw,vJxL8UDtlOs-h9d-M-3SQw,,food,,False
E62dauq6mHtbLL4_OSzjpA,qltayRFPZ1GiSMeUkeF3Dw,Wall Art,inside,Wall Art,True
aDzm_jmG9MiL7yBMSNNLfQ,PC62l488ujL8i75jrBiOlg,Char sui pork,food,Char sui pork,True
8bwi6mNT3auQ1vzDebKONQ,_ab50qdWOk0DdB6XOrBitw,Inside at the bar,inside,Inside at the bar,True
DD6woEtFvBfGzRHXZ_41zw,Z4PF4EtM12L7nwOHZHFJNA,,inside,,False
P7lZLiFbxBDWDpRyVo4iRA,RLlOK2fL6xU1sfIPiP2QBw,Great bar!,inside,Great bar!,True
SsKypMmjFQvSZpLrnfPPDw,Vz2RN55rTJBGn43K1v84nA,JC's Old Fashioned $11,inside,JC's Old Fashioned $11,True
4_HZ3-1WwF9Y4YoCnOA3mw,I0I2mkCOPTYVSLpc8A8VVw,,food,,False
NTTvcao3cFYNhk4St_Oygw,R9TBf8VqGQ83kvdIxkC9RQ,Salad,food,Salad,True
Zym_btp8sCMkjXY59fdGnw,6TyzEgzDOhKa82UFjXFdwQ,Huge TV's all over.  Downstairs and upstairs!,inside,Huge TV's all over.  Downstairs and upstairs!,True
Fxp4Va8601ZSxp_RmJ0k0Q,RGXb-3iUuaORNWB_nt_RcQ,Interior,inside,Interior,True
aDc-k117dnLxVFkbm4MI_g,bSJczuohHVko33UT82hnfA,,inside,,False
rXtBgGP5gJh--P9uS6wfLw,TzkVUJab9Sh0CqDk2sCF-w,"Lunch ""Mixed Grill""",food,"Lunch ""Mixed Grill""",True
JrTJ8L3DXsmDBqGE0FnX7Q,isuOwjnrPrr1bRELgQM0aA,,drink,,False
TJa74oug_NbyfOHct01K3w,6a4gLLFSgr-Q6CZXDLzBGQ,,inside,,False
S73AhkjhtX0KNzevyvfi5w,QQPX7PodskbBcMl2Dwm3Sw,Tables scapes,food,Tables scapes,True
MwKu63keIlAxJYl4Lqgqgg,5xRmemqmR89BpGoOA25hqA,Menu,menu,Menu,True
9FrLpwvf-SwuyXXtZa_VSw,GiE7HJbxwH7-xI52DR_UNQ,,drink,,False
aiFOpcxlNEWmPv5L86XteQ,pJIKpN7Fyl4aCBIv8jBldA,8 pc New Orleans Hot wing plate,food,8 pc New Orleans Hot wing plate,True
2FKlGY0rBycCj7i8LsFB4Q,GBTPC53ZrG1ZBY3DT8Mbcw,,food,,False
F4sidx062qkzr0az-rr63g,FEXhWNCMkv22qG04E83Qjg,,inside,,False
_ik_oxKs8wRNwJTVHhfS0g,iSRTaT9WngzB8JJ2YKJUig,,inside,,False
A4ykMMIUXHShVEo0Vm_1wQ,FSvFk1lWR0YBYP_-L_iLTQ,Beautiful.,inside,Beautiful.,True
QjhPYU3EDOzKHhdAcU1ZDw,_C7QiQQc47AOEv4PE3Kong,A view of the kitchen can be had if you visit the bar before dining,inside,A view of the kitchen can be had if you visit the bar before dining,True
_uGxiFB9zcJ3qf_iC-gjLw,ww3YJXu5c18aGZXWmm00qg,,outside,,False
h8omtTVZ3n7mKDx0JLNPnA,Qkiz7nFYML7sJBFPO7pNaw,,food,,False
yuVXQ0ahfWFhUFpk6Gl7ag,X3t4Cj_W3CLh8DFo_MUCOg,"Southern Soul Assembly on March 5, 2017. L-R: Luther Dickinson, Marc Broussard, J.J. Grey, and Anders Osborne.",inside,"Southern Soul Assembly on March 5, 2017. L-R: Luther Dickinson, Marc Broussard, J.J. Grey, and Anders Osborne.",True
HoUvJSb78Px-dCHlmgDcGA,1LL54pSLD2MS1u3OvCzygw,,drink,,False
pU8nS7_rq6xjVu52O3gNfQ,8jXmNMrGJ2acUG1R-D5e6w,Irish Welcome!,outside,Irish Welcome!,True
KXR8HEOFIw-mMVvdgJJGCQ,Qlmusk0BBY0kMOd8Y96H4A,Justin!  Mixologist extraordinaire!  He's so classic he needs black and white,inside,Justin!  Mixologist extraordinaire!  He's so classic he needs black and white,True
izxSQOUT1_FRyv774mdMaw,FSvFk1lWR0YBYP_-L_iLTQ,"Such a great, bookish coffee shop.",inside,"Such a great, bookish coffee shop.",True
Ro24mSbRahIXlrBYi4bMfw,rOsC1rDpIxvNoHxEvNFjeA,,food,,False
XdDwaSudtv9ikuDf7TlhvA,oLc7k78_YcDMnMCdbC-h1A,Trying out Sam's mojito making skills,drink,Trying out Sam's mojito making skills,True
Pdt-X3sK8invwVBslQOeWQ,tJhIqLwZnbBl5FKIChEIQA,,outside,,False
PYHeJHMKCgEPCRtvn6zTPA,688utk-zc_7eA3HNhccevA,Don't walk and text....you may run into this post! Lol,inside,Don't walk and text....you may run into this post! Lol,True
enuIAeJAgI4mvkvJM83Uvg,iJepNTdQh-vOBoIzmx-Kmg,,drink,,False
hbSP-O762OelmCQiGxrl3w,hLlDzRaDGN-0SlEWk0xTpQ,,inside,,False
8ys1QGU8jXY--vtlWsblIw,htDRn1cXDyimxz6BJWB3LQ,,inside,,False
bTvZd7JKOJx_sJteig8sqQ,_393npnr0Dw1aGKy83x_0A,,drink,,False
TljxUsM0Oe8A7WATay-GAg,iwmW2mgcn2YdirXUHCsgXQ,,inside,,False
N0LkaMwYkP842wnS8o6N2A,X-BZp1KMgGzKkf_92Y3fWw,,food,,False
UV2qyN4AJpT4QuPnTfcjZQ,kBgiy6ulQRiATWFPZjTPKA,,drink,,False
B5h3Tm5_kSqYLgcBxyBkIg,3WU1ZobAqXQ07xYoKE2Vyg,Half alligator sausage poboy with gumbo,food,Half alligator sausage poboy with gumbo,True
OxhRD59wfTfGKxq83if0sg,HKdAOvtDv47zPjceCjbz4Q,,food,,False
lMplqNXH6euWw8o8POUkSg,6Y61FisC5lEVxLEaMzyUUQ,Food,food,Food,True
pVHvmYI-pdC_NHg1aiOdOw,QwawOSEJKaFd5yCYtrN6DQ,,food,,False
NGaow3FlbrvzhWGhri4K4Q,_LgI5387qAmMuS8i6h69cg,,food,,False
Yd3Kz7CzUVpDw7pl1TVU3w,xdIUHgxMScxlGiiEdwsgnA,Mint Mojito Iced Coffee,drink,Mint Mojito Iced Coffee,True
5rDd68u2nDfI9bNSiMGhMQ,hJTwBhYBTkiHaDMml_v_sw,,food,,False
E4M4rgmPUZ8e_JL3n55jjA,8uF-bhJFgT4Tn6DTb27viA,All the doughnuts,food,All the doughnuts,True
HUjRObMdBJgP6sV1UScBsw,xs6KXAE0UY5Yhd2GJJxCZA,,food,,False
GNkeUZSxtGCN_xNQ6Q1k3w,1FPChonc6BxH-qKXyFcq4w,,inside,,False
BB3P5x7NmUvh_tBinhNyyQ,VVH6k9-ycttH3TV_lk5WfQ,"Fried chicken, cornbread, green beans, mac and cheese, peas and lemonade",food,"Fried chicken, cornbread, green beans, mac and cheese, peas and lemonade",True
tsSY6GFvlE9KMzUEeO_XcA,FEXhWNCMkv22qG04E83Qjg,,outside,,False
Z6uD522HXm5ZLXXdOpOxBw,PJtI7vmojLrIH1qvFrFZkg,,outside,,False
y9LZt3rb-YXBYXKqfAM2xQ,WYSqcpQv0OA8RyE7f2mnnw,,drink,,False
7czSNFRO-c16-kVprl3fBA,_C7QiQQc47AOEv4PE3Kong,Do not go past this restaurant,outside,Do not go past this restaurant,True
aPRQKWRk2LaPz50lPdgRKg,_LgI5387qAmMuS8i6h69cg,,inside,,False
EemNSTGvoaXYdjXkwbaUTQ,ZDV6ocQSe6dkMt-u011xcQ,Crawfish Boulettes,food,Crawfish Boulettes,True
qLHdlcqPnEkpxyOIUbBV0A,rrNF0siUBVQOOgsFVfGpKA,,inside,,False
pJkJqVeOSmjzm4CzIul_Rg,ChlcxTEoWBQJXJ2Xb2vm5g,,food,,False
olU73mwnNdNX3NhXYu6gJQ,JvawJ9bSr22xn4R9oLvl_w,,outside,,False
BPfu0gVbiF0dSd8ClywxLg,04l8PYcuYQeEkEhJCbhtOA,,food,,False
nBV7vIJvFw5vhf8iUYjEbA,iJepNTdQh-vOBoIzmx-Kmg,the cures are behind the bar.,inside,the cures are behind the bar.,True
L5EbIrWD4BJ-Zd3HdFxVQA,itAhmbhHOyQQparfwicjDQ,,outside,,False
mmllRv522Yi0Xb4Tc8uh6Q,rAMlyZQe5eFrdLRVQfY4ZQ,B.L.T.,food,B.L.T.,True
yD2Kbl2X4aYLYpC7c4Ht6A,FlDkxuO6MGrW7x1OJTtJew,,inside,,False
7h4lNEK6ES2oNztwRCtIoQ,CG1Bb2MTraJYTHCPFm72XA,Blueberry Pancakes,food,Blueberry Pancakes,True
MNvCKHT7PrFl-v5PKGq_Zw,FEXhWNCMkv22qG04E83Qjg,,outside,,False
DRI1aoqKYZtQSWfhGzp4VA,0yEl45kZ8o37lvpkhCBM4w,Chicken sliders,food,Chicken sliders,True
1J70lMwnrXBvS6JOYR0eIg,_C7QiQQc47AOEv4PE3Kong,,food,,False
b8Tg3WnvDTFcQO4J32x3Wg,7jPySMocq3QkmTalOCJ5mg,Fried Chicken-Awesome,food,Fried Chicken-Awesome,True
xR4Bb_itb7B2iUv3Ui4bHA,Q6BQcgabriKd5wPxvzOIWg,Confetti Ice Cream and Bread Pudding Bar,food,Confetti Ice Cream and Bread Pudding Bar,True
Km5Q7mOgylK8_8OncKqEUg,Ra9zH1CBYtAC6vMfKYsHew,,food,,False
JYMTwWF--TKaXbZnMnKzqA,d9dVFz8aR3drOoR5VYU8NQ,Liquor,drink,Liquor,True
-9zyBKoXi66HZsIsQa1hQA,98mYebjHN_VXZapVm8Nmqg,,inside,,False
a89PjU2trwQ4O6SvV6QZTA,qb28j-FNX1_6xm7u372TZA,"A filling & delicious sampling of Jambalaya, Crawfish Etouffee, Gumbo (okra) & Corn.",food,"A filling & delicious sampling of Jambalaya, Crawfish Etouffee, Gumbo (okra) & Corn.",True
8aFdiCNVD5o_ylmgHqO78w,SJIQFKTW6uUsOo29w9IHxw,,inside,,False
-CPMPRsDzzI0LHa8TqoTTA,VaO-VW3e1kARkU9bP1E7Fw,,food,,False
WR2agvrWKU-Ag6fn3RC3Kw,zYyVEC0IF86xSHF3GFmvkg,,inside,,False
c2PNOmslhsLg8QTCDlIoEg,Trbe4JX-oLHrrVVPcv0wog,Courtyard,outside,Courtyard,True
rWEo8cYg-r-glClkYwsxfA,ac1AeYqs8Z4_e2X5M3if2A,,food,,False
o3BlknNxcVw0hQt0yZjocQ,aAlufc5iTZtjHubLMpC8yg,Enjoy a sweet treat today!!!,food,Enjoy a sweet treat today!!!,True
H_KVcWyZ-_4qc7a0uUGQcg,vT1zrTTIji2JDhUHjFKopg,,food,,False
shlDT9iSUcmryIs6pmjO6w,DWRu1Mw1T7fln6p2F9h7Fg,Fish Tacos!,food,Fish Tacos!,True
OoqKFe0X8TdXaNJDhN93AA,6fYIlInL937IBuHmocfiBA,"To die for Thai Green Curry Shrimp - Green chilies, coconut cream, thai basil",food,"To die for Thai Green Curry Shrimp - Green chilies, coconut cream, thai basil",True
Rqxjisb9INFZq4XNc6g6Rg,z0MXYel0okwMqLjgMkKD2A,"Char-Broiled Oysters with Roasted Garlic, Herbs, and Grana Padano served with Baguette",food,"Char-Broiled Oysters with Roasted Garlic, Herbs, and Grana Padano served with Baguette",True
lxSZbJ4GkC4qXRN9oMBIkg,s0fsISDcNrNSvGokGRjq3Q,,inside,,False
lQL2jVXr7GQr64d1ae2IYA,7ybQY-BKNvlzEEjIQOkA4g,Oyster Flight Watermen Salad Little Gem Salad  @phidingthefam,food,Oyster Flight Watermen Salad Little Gem Salad  @phidingthefam,True
t1izejhLD_KVNXc_GKHFqQ,2DTkzhmMpv5fIPKheePClA,,food,,False
0VYHVYZVFzAqRvvEm5zr_w,kBgiy6ulQRiATWFPZjTPKA,,inside,,False
fYHDVHqv0Z1UjB_Uviihnw,VQcCL9PiNL_wkGf-uF3fjg,Chargrilled oysters... the highlight,food,Chargrilled oysters... the highlight,True
V3Ky1gx7MF_A_zOmLj9Ovw,Pxc8z7VOtkGNerrGvqzdHw,,inside,,False
BHCkD_oUGvEkKIf1NlRUzQ,vKBQmHjx5K9cYoGqWLyBhQ,Storefront for Original Italian Pie,outside,Storefront for Original Italian Pie,True
-RAUBn3YInC6oau4kkDyYg,XnVmNQdmyhdCC90FRY9ZJQ,,food,,False
XjpHQZXI-i8uE3RbGtA1fg,yf8a1DOlqoqlKHuLSKEfxg,People waiting for restaurant to open for Brunch,outside,People waiting for restaurant to open for Brunch,True
lauthRs2sETeENknSF3atQ,nTPTqC40pXELp3LOrCtXIA,Grilled New York Strip,food,Grilled New York Strip,True
OW4R9fHKao9Ci49GhOVPNQ,25hhqe_CFWcyFOVQeW7Kfw,,food,,False
rVfdEnnHvWMLEMuvSTFZIA,mhrW9O0O5hXGXGnEYBVoag,,inside,,False
ORvDfr6kyllUNiJD5Xv_6w,Ra9zH1CBYtAC6vMfKYsHew,,food,,False
B9x074B61h7eW4uHmlY2rQ,ft6I8fOrKQtVdM_trVXk8A,"Omg, this brings me happiness !",food,"Omg, this brings me happiness !",True
5tzAEwB6BfStnIdnBDh1sA,24f-qQokEN2UvBNHMWLm3A,Filet De Bœuf Nature,food,Filet De Bœuf Nature,True
upiNyVGolnvdxW7S-oxdCg,rvF-BwyaCHeb30u3Xf7FbQ,,food,,False
_9W5f6pP2fGU7ZY2DZMdHw,gTC8IQ_i8zXytWSly3Ttvg,,inside,,False
TJwF4wuFajw84x7rgCvz6A,9wFFQUCn1j35CYea_dqhsg,,food,,False
DrXEhHyPI-P-E3j0_zqelw,3uTpN9lxvTbJpx9KkH1v0g,,drink,,False
