user_id,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars
x4zSiwss_D3jOhhHSJpaNA,14,2011-09-05 22:56:44,12,1,5,,1,4.53
Sp_XNPohoJkpcpWo19lC9w,23,2008-07-27 19:26:14,5,2,8,,0,4.1
KHd1DbJdyeFq-_bpasRDcg,16,2012-03-22 19:16:27,14,6,6,,0,3.81
S53nFiFtqIHjGu1xjwnXhw,65,2011-09-25 00:43:47,24,5,4,,2,3.83
CS_hPlWzcTiYUwF-lefkOg,17,2008-09-21 04:50:25,18,9,16,,0,4.76
FvV4QoZQka57hJUl9OvYVA,22,2009-12-05 01:15:45,26,11,2,,0,3.32
nyjj6EHn29se2IE8c_Wq4A,43,2009-08-26 02:33:11,104,38,42,2014,2,4.07
QSXi3zeAik4uyL4t9r5fyg,27,2008-12-02 03:59:12,44,17,17,,0,3.3
stdA_8orWn5XhaGeXzoHaA,33,2011-04-20 15:51:34,65,30,22,,1,3.71
IZ08NiyIBv2bwF1BF4oDkQ,774,2009-05-18 15:17:16,1080,273,349,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",26,3.88
1GnIzms3F3MJJK2kyIwuHQ,148,2011-09-05 00:00:57,314,136,165,"2013,2014,2015",5,3.82
NIRX5w6VMeiySBhrG8Fysg,31,2009-08-15 02:21:19,15,6,7,,2,3.7600000000000002
eea1gaMlOeJs8JYa6FgdKw,349,2010-06-29 05:27:32,348,112,50,"2015,2016,2017",8,2.97
bnUklngBjhFW-vZ9DAXczA,119,2012-01-14 03:34:01,159,32,48,,5,4.26
7NGJdNVOP5Uj2PLlT2fPXw,134,2009-10-21 00:45:14,185,35,66,"2012,2016",14,4.05
89XCsOBwrIz9k1MOcEkZxA,68,2011-11-07 19:11:57,115,72,24,,3,2.89
ybVRG8eexF1_sYt6l8ZKzQ,22,2012-01-18 18:14:05,30,4,10,,1,3.09
IDwjyXR4zY1fICjuG-1idw,301,2011-02-24 19:07:45,702,82,330,"2014,2015,2016,2018,2019,20,20,2021",36,4.01
KTIMsSQxA7HQFDxWKobYjQ,336,2008-04-30 21:29:09,223,91,98,,1,3.64
JkyZ_0wVGoyYka5Pbw6Z6w,679,2012-01-13 20:22:26,1639,931,798,"2012,2013,2014,2015,2016,2017",69,3.22
dA2d4oNE0itGeKlL3A7IwQ,67,2011-11-19 01:40:35,37,11,17,2012,2,3.9
RAQj0LUVaogLl3AyJBtyHw,21,2009-12-09 22:13:38,25,5,3,,0,3.95
nvDHwsQjSkV_WktUxuxk2Q,14,2011-10-30 15:54:59,17,3,7,,1,3.79
E6yK1RMqSxK8l5EQYoSw6A,377,2010-11-11 22:41:30,447,141,193,"2014,2015,2016,2017,2018",20,4.12
3FHwyzBuZmfmc7O7y72N0g,70,2008-11-25 20:55:10,87,17,29,,2,3.73
j7W2rNres95yz4HCH0EIrQ,9,2008-09-10 05:23:09,1,0,0,,0,3.89
S5x3bBh7tXL70N2gLZn1ZQ,697,2010-03-05 20:14:10,595,88,165,"2015,2016,2017,2018,2019,20,20,2021",15,4.14
aCTOMBxeSgE5CAHGS0SmgQ,82,2010-01-17 12:34:27,161,28,23,,3,3.56
TEKIMuSgUwsclPtYx2glCg,99,2012-05-15 00:49:37,218,34,37,,1,3.61
LsGmPtY46MAMTdN1FrJNEw,135,2009-07-07 19:46:44,189,40,47,,3,3.16
o-0Ml9GmFJIdH8TuBCCyMw,282,2012-05-10 03:05:12,473,546,161,"2014,2015,2016,2017",10,3.46
ei2of0_KlHGcMFZizI0PSA,30,2007-01-05 19:21:41,42,5,9,,2,3.89
CdCUg3pTo0CivKbD8-Ysdg,489,2009-09-12 22:55:20,274,35,93,,5,3.71
brHWG0DXDuS1CdCKUgED6Q,47,2011-07-22 23:06:16,14,3,7,,0,4.4
WYpPk2TiiTb7Fz0S5_ZPxQ,154,2012-09-24 13:28:11,340,156,156,"2014,2015",7,3.41
365DjGEYWHCMqmB86qoGFA,545,2012-07-24 15:16:37,673,130,180,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",17,4.08
PpUKzltQOf2ptVuKxTyeVQ,205,2012-01-30 01:21:45,276,78,37,"2012,2013,2014,2015",3,3.5100000000000002
AJJUc7PX9mVl5XYN1YDj_A,16,2008-06-16 15:59:41,11,6,2,,1,3.56
51K0w1o2K2_wYgphWxBFdA,335,2012-02-11 01:41:10,372,63,103,"2015,2016,2017,2018,2019,20,20,2021",7,3.8
8kIblovKEcYKS7VSsAPFMw,412,2009-08-26 20:23:07,529,151,187,"2012,2013,2014,2015,2016",16,3.87
x92JUp4WuOXq0zju7ykExA,53,2008-06-16 23:22:45,39,13,15,,0,4.04
DDLaB6xkrotC9N15rGACzg,41,2007-01-22 16:23:48,43,18,15,,1,4.07
cynJeGho1spyXikHubXIoQ,305,2011-07-27 16:22:18,845,180,314,"2012,2013,2014,2015,2016,2017,2018,2019",43,4.3
O8R0kGVV6r-22FBbhBofaQ,32,2012-06-07 12:32:12,26,4,9,,4,3.7600000000000002
vo6zdEUkhOYdivjyEQDojA,16,2009-01-08 13:49:23,18,3,2,,0,2.88
PKBdX3jy8HAo5vjZ58vDTQ,321,2010-06-14 20:18:42,339,53,107,"2011,2015,2016,2017,2018,2019,20,20,2021",20,3.89
Q7cDpjrHmddS0udIUqYkWA,30,2007-11-13 22:42:56,24,7,7,,1,3.84
3R43ydfitOG0B4e_vuQyfA,79,2011-12-30 05:29:49,56,6,18,2012,2,3.82
RY4dBYybgQLaXQYz-LMpLA,457,2011-10-22 13:04:57,488,99,207,"2016,2017,2018,2019,20,20,2021",20,3.77
Fz6616MLiiH5YlzQBv5U3w,24,2011-08-31 00:59:21,19,8,10,,1,3.71
nuh61S8hU8VGN-hIJXsC_w,13,2011-04-11 16:13:40,20,2,2,,0,3.38
W3V-kcSYnzbu6NeimlEngQ,34,2008-01-23 00:29:38,23,14,7,,0,3.5
TySR3LJ9RtwmBAHHTL9JJQ,26,2011-08-21 19:05:54,22,4,8,,1,4.04
Spgm6HFWgc4YXJlbhg11Pg,178,2009-06-30 03:20:38,118,31,35,,2,3.62
-fIGSnH48GTIl5t3_3T5qw,20,2009-11-24 02:51:08,4,0,0,,0,3.67
waN6iwcphiVEoCews4f4CA,1198,2011-06-27 04:03:31,7779,4344,6633,"2016,2017,2018,2019,20,20,2021",134,4.17
92zWzcibCQjq44rpAzravQ,31,2009-08-20 03:40:37,9,0,3,,1,3.81
ws6VBKkh6RhZH1afgAtFqA,496,2009-09-15 17:48:19,86,29,25,,4,3.71
dM-ri7ZA96VzRf_eXvqVVA,32,2009-11-05 04:40:32,8,2,3,,1,3.91
pg_vgl1RZX6gM64fusUYaw,89,2010-02-11 01:53:37,87,21,24,,2,3.49
I-wq3PJNBlaZ8tpi0SdS8A,1315,2010-04-12 01:18:57,6129,2464,3926,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",111,3.85
eeb5EpGatGPMofV0Tp1hKw,81,2011-03-04 16:00:58,99,60,38,,2,3.47
YVhPnISPfEvHJyti7vSlfQ,145,2012-05-12 00:17:09,158,25,44,2019,3,3.64
yK-2oGtDxm8XLg7hVVdQ-Q,151,2011-04-23 12:29:57,259,54,98,"2016,2017,2018,2019,20,20,2021",15,4.3
k0gpH0xSPCuC4spZ_zWUYw,339,2008-09-18 14:44:21,162,47,70,"2012,2013,2014,2015,2016,2017",8,4.01
pX4g4j6bQTBIYuvQUSYHxw,13,2012-03-25 17:20:46,14,1,2,,0,4.23
VEWzJnleYqTOVglmDALEyA,106,2012-08-27 17:05:59,201,50,85,"2012,2013",18,4.23
RVlZyHXaP26smKaRBjpg0A,129,2007-12-04 18:59:38,124,45,39,"2013,2014",4,4.12
SmUoPQOUwR8JMc7B6d_-6g,47,2011-10-16 00:55:35,18,6,10,"2017,2018",4,3.96
rYH17FN_7hwLDVR2ERRLlA,1286,2011-04-27 21:56:24,1799,364,569,"2014,2015,2016,2017,2018,2019,20,20,2021",87,3.7600000000000002
mMhsMvHPagrTJVX-2gMxnA,196,2012-07-27 04:43:01,115,23,24,,2,3.7
mdEQeq2PHG4VqX4LigLLig,249,2007-06-18 00:39:03,256,68,106,,2,3.74
S2pe-IBIm52_V7S8jeq3ew,194,2012-08-22 23:50:54,231,76,74,"2017,2018,2019,20,20,2021",14,3.96
YNqY8x8AQK5lmrqJBT04FQ,62,2012-06-04 01:24:56,83,23,21,,1,3.19
RIrz9IrYKZw_CDKsHo6ROw,128,2009-10-11 18:12:06,156,33,76,"2015,2019,20,20,2021",10,3.55
KMF8lmHGhoTK_NoO88IImg,287,2011-10-04 02:00:55,319,94,97,"2015,2016,2021",11,3.93
RLLXA78ZhtM5orcoXw41JA,47,2012-07-16 23:44:48,114,15,33,,4,3.71
pnhbOwev3OCxGpA01ni4ag,35,2010-07-14 12:18:53,55,11,13,,0,4.08
uKxoSfkDvw4A4MFb9h113Q,23,2010-03-06 23:29:18,10,2,3,,1,4.0
OFj67NOq74_nIlwaypRsPg,48,2010-10-04 01:07:58,54,18,16,,1,4.02
_5keMAmic7zzrnM5mVefBw,1182,2009-04-11 00:01:25,885,204,233,"2014,2015,2017,2018,2019,20,20,2021",20,3.55
6uWTvg7ytCSc6AS3TZ3FWQ,53,2012-05-29 15:59:15,39,5,19,,0,4.9
Yoe_W9qmqoY5u1NsDJ1-hQ,405,2008-09-10 04:22:15,432,107,229,"2018,2019,20,20,2021",8,4.32
WwmWdDCJREohcxQqfnOL-A,1074,2010-08-02 22:53:46,2987,1110,1596,"2015,2016,2017,2018,2019,20,20,2021",78,4.11
mRYzaoV2T9qozclyRgC-Bg,34,2010-05-25 13:35:20,20,2,2,,0,4.08
IdCtXDC1xz-n7CXAlnFdzg,10,2010-08-02 08:32:36,17,3,7,,0,3.73
HNyPFluvz2o7BGq0_LvWwQ,137,2009-07-08 13:02:58,202,47,63,"2016,2017",14,4.2
mwpmu43VWzYoHgHmcU_OXQ,47,2009-08-31 17:55:09,89,31,15,,0,3.57
sG9pV88rj1dt-eTFeEWRSw,66,2011-12-04 01:01:31,75,19,13,,1,3.84
vtv4AZtMBxOdUtY8zTvkdQ,449,2011-05-09 18:18:53,521,89,171,2012,12,3.99
0hIhB4edj7-cURBe8WtjLA,12,2011-09-23 00:36:24,3,0,2,,0,4.92
ztj0Iln1_ahMyDu9WXQNeA,126,2011-11-06 00:10:02,97,13,30,"2016,2017,2018,2019,20,20,2021",7,3.79
8j4UE1-cI1d6YsSKFe6Rtg,66,2010-06-13 23:47:27,42,14,8,,0,3.73
QvTalCdlomnvMaE7-LXcWQ,22,2009-04-12 23:08:53,34,4,5,,1,3.61
u-k0_LOBpjFZ2GAoQo0PMg,18,2011-04-19 21:21:40,22,6,10,,0,3.89
xlxApWfsEtqw-HQkXY0irw,109,2010-08-16 20:52:25,235,31,123,"20,20,2021",7,4.04
eykxnpStXGldZhDInchaJQ,98,2009-04-11 15:16:46,200,247,67,,3,3.56
UVOttsZZjPxMKDBILKSXwA,108,2010-11-09 16:46:52,136,34,62,,5,3.85
mDWGSMeixZsFxENBGmiMvQ,10,2011-07-27 14:59:06,22,6,3,,0,2.2
jfP512Pt6pjRHGw8UlyHGw,149,2012-08-18 21:56:08,159,59,89,"2017,2018,2019",9,4.04
_K9DxZLwUN9z8VjVbqGCHA,68,2011-11-23 21:25:17,39,9,11,,2,3.95
SqwozHxR1Uj-3xvpXtdsfw,190,2012-04-23 16:27:19,189,23,67,"2019,20,20,2021",5,4.36
BXccVzOSil0hyKL24DTUHQ,780,2010-05-29 18:00:20,1248,262,531,"2012,2013,2014,2015,2016",83,3.72
ReII60fxOXtnWeuvlUr15A,84,2011-08-27 05:14:27,69,11,10,,2,4.25
g-X7DKqjK_yrrqErbxh6Hg,10,2010-08-23 17:40:52,16,3,5,,0,3.5
ev947pHN53-GanH18JFn4A,65,2010-12-31 03:37:24,55,12,16,,2,3.21
FcxklVcaLYlDO_KDzsRZXw,207,2011-04-13 03:47:17,216,50,59,"2014,2015,2016",8,4.1
-fqq53T3gDERBHAH59bSwA,36,2008-02-05 01:11:23,84,20,33,,5,3.46
6GPYGjw40AK99cSvgfd-DQ,141,2009-08-30 17:13:46,148,38,70,,3,3.95
6MXLTIcZnCLDqDtYbLmtSg,13,2012-07-23 21:17:50,7,0,3,,0,4.21
pQ0TuqGLQ2HPjGMdWmasvg,73,2008-06-27 07:39:09,25,6,13,,3,3.8
TZ2RRXVn8RTvkpf3cee3RA,323,2011-09-03 18:14:23,335,39,171,"2017,2018,2019,20,20,2021",1,4.21
T2CenOfGvQsbAEY9YdNhBQ,349,2012-06-19 01:50:50,1727,750,885,"2012,2013,2014,2015,2016,2017",26,3.15
RylA6VZUTRuMGBu4nHKbCw,1204,2009-05-25 21:55:06,2148,433,1103,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",86,4.2
BPSk1hv5q24IFBuKb6codg,19,2009-06-24 04:33:12,4,2,0,,1,4.05
6IzPa7zHSyuIe5paysUS7g,27,2006-07-14 18:46:06,25,1,2,,2,3.96
ju6pYFUaz9zk7pplIAI6eQ,51,2012-06-27 10:09:57,168,25,49,2013,14,3.56
rKxZ-VVuuYFH5gPxolPsRg,22,2011-06-18 17:42:42,7,0,4,,1,4.65
rr5zzVWVu0u-P5P1rHIV-Q,1957,2011-05-15 03:10:47,7806,1981,4919,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",248,4.09
eEmybMNVyZClUYM36hG53g,380,2011-05-03 18:07:03,388,90,105,"2014,2015,2016",23,3.52
kZIPY4CMvVKnhjQAA5ZrLA,49,2008-06-25 17:33:58,172,94,29,,3,2.47
OFYH_PLooQRfSJiWbU5diw,973,2010-12-16 23:56:10,1908,433,665,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",91,3.61
67MpvghfET1-tISoH59Wag,147,2011-10-13 13:53:33,158,19,32,,3,3.92
j-4NY4uV_4aiO0hdECR2Tg,120,2011-08-20 01:14:19,77,10,24,,1,3.68
epFZ6Cz2IfNyNy00zA64bQ,74,2009-07-05 16:55:21,87,15,23,,1,3.7600000000000002
9WyqZLGWu4PzORdD1saYJA,28,2012-10-08 03:56:27,22,2,4,,1,2.96
_LS_nzHkpOFLt6LzZmlhag,94,2009-09-08 22:52:14,77,14,10,,1,4.14
KVGPxSztPq3Xva12FYJZ8w,13,2010-12-12 18:10:53,6,0,2,,0,4.46
IwknZ7P0VWHSxOGsf4uMxw,267,2009-07-15 01:24:03,250,63,75,"2013,2014",9,3.34
Fu4F41epeHavUJq5J3ZMfg,11,2009-04-06 05:04:04,13,0,3,,1,4.55
mNqM-XAKQrDbCgROj-4MnA,66,2009-09-08 03:36:15,117,26,34,,1,4.13
lUl6XCtqT8JS0V0FkHAaHQ,16,2011-02-09 04:49:28,22,4,6,,2,3.47
rf9XF_f5YkXzsd15E1PoHA,319,2011-05-02 21:31:58,464,121,218,"2015,2016,2017,2018,2019,20,20,2021",14,3.9
1xS8Jj23zHx8axIVopG3wA,269,2010-06-01 22:00:55,154,44,33,,4,3.49
pDE3gqVtq4kwlb1nZfuH0A,607,2012-05-02 03:39:46,794,249,442,"2018,2019,20,20,2021",39,4.18
0rSGFE48wyhSsiTTH-rasg,69,2011-03-21 17:26:39,119,32,15,,3,3.21
PDeEuRcal8Kwk7-tjvToXQ,175,2010-03-15 22:06:30,58,32,16,,5,3.45
imGQirCh-t_Kftb4U7VuUA,501,2011-03-12 14:49:56,1110,212,394,"2012,2013,2014,2015,2016,2017,2018",29,3.87
yt9hagtZSRBtInJxARqsRw,33,2013-03-21 00:01:56,34,10,10,,5,4.11
XrWAdRK4CUUK85Ak3x-HDw,430,2011-01-26 15:22:21,3011,1052,2151,"2017,2018,2019",66,4.26
thG-cez7fcX3E-DCINmvwg,570,2011-06-07 19:32:46,1472,656,342,,35,2.9
jXX-G_goCYZZrLSDY8qXdg,592,2011-03-26 04:14:59,1404,347,627,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",50,3.63
pBhVdRObqMLFQo04SCmTEg,79,2011-04-20 07:49:19,38,16,22,,3,4.14
GRwcS8m9E5_sKzCtmVGyfQ,140,2007-12-15 17:18:46,294,71,53,"2015,2016,2017",3,3.28
VHtB9pjUN2uDkgQukKtJrQ,331,2010-06-16 19:16:57,295,57,87,,6,3.5
akId7qrbOsJrCbL3lzn1Hg,13,2011-11-16 14:45:43,6,0,3,,0,4.46
tYb_O4PHbpHzpBW-moYtfQ,35,2012-05-20 23:12:20,55,7,12,,4,3.03
N6vm7nz2esZ2Q03HcFhW0A,18,2012-05-17 04:01:39,28,3,8,,1,4.0
UcruZs3sT3TFBfiiwxN0oA,5,2011-03-22 03:59:23,9,2,5,,0,3.6
Uv5v7r1eN4XFsKZ2jwn1sg,819,2007-04-30 02:04:40,1056,129,341,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",22,4.04
7yA1eM8IyKFa8zJxQfUFng,504,2011-05-28 19:04:22,590,179,159,,12,3.7
4W2KXD0vfNozJkqRM3fz-A,16,2012-08-03 17:15:09,12,4,2,,2,4.06
jA1BwLT8HPvs231PDup8GQ,651,2009-08-17 20:42:52,1135,155,733,"2016,2017,2018,2019,20,20,2021",24,3.59
Mp9gZsob8Hp7qzTh0vA4aA,213,2008-09-02 17:45:14,82,13,19,,5,3.92
E9B628_4hC-Ok1wkY0eciQ,323,2010-11-04 02:52:48,476,317,258,"2014,2015,2016",37,3.68
tQe0vxlbxvRw-l2wQXf5zA,267,2012-06-20 16:46:33,201,43,82,"2016,2017,2018,2019,20,20,2021",6,4.08
jfgQRaeJYEzhLt7TYrIigQ,325,2012-07-10 02:56:13,674,266,461,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",18,4.03
jtwhTp56ZoxPwX_BNmdiMA,118,2012-05-10 05:03:28,71,40,36,,2,3.37
pfZw1dfExIRQ_auB144H9A,52,2013-03-09 20:03:12,51,9,9,,0,3.94
e0EOkik6qbjFf1yRXiNemg,49,2010-06-12 14:45:28,17,7,8,,1,3.82
WQ7oHMNPWKelmKKdEunVRQ,175,2010-04-03 20:13:07,392,146,123,"2012,2013,2014",4,3.24
_Zb0jVf9FLRq6TwTyHzfAQ,36,2011-07-17 17:36:38,50,6,10,,4,4.18
xiVqyOFvcs6fuzRrLq3Npg,508,2008-09-24 01:33:48,820,160,129,"2015,2016,2017,2018,2019,20,20,2021",11,3.73
1SdxTVEbIrFpUaDzhExQLw,25,2009-08-15 01:07:45,58,5,10,,0,4.0
otjWw-FmmxSywqA3onT6qQ,41,2010-05-30 00:12:10,32,18,15,,2,4.68
X5tltIXgLv6JsVtdiibxfw,33,2011-10-21 17:07:58,68,20,18,,4,3.88
LrEESi8BFF4xEhLWP28ODw,323,2010-08-09 18:17:19,95,22,58,,2,4.07
9uYCM-uEl-UoJ4F45l7ZZQ,13,2012-08-07 15:20:07,14,3,5,,1,3.6
ubVS-gcRiDvVYs5LKb4LpA,13,2012-10-18 05:50:36,9,1,1,,0,4.46
a2QQPnVJctyVOdemneGPMg,14,2010-10-01 16:03:00,26,1,12,,2,3.86
qy90H2bxzAbuKB5pmBxWrw,280,2010-07-19 01:39:53,423,76,89,"2012,2013,2015,2016,2017,2018,2019",14,4.18
rL2hC27iA1AB9RvdLLbkNA,283,2013-07-05 19:21:48,1129,524,531,"2013,2014,2015,2016,2017",30,3.08
oj_ron5ljul-wJ47Fx4F_A,11,2011-09-01 01:52:30,26,2,10,,1,4.36
h1KzT38UnfzR7maSi7oVUw,1128,2010-07-26 15:37:08,976,356,215,"2010,2011,2012,2013,2014,2015,2016,2017",42,3.43
5TK4Hi2nFQe8xrtZUbEgOw,41,2011-05-18 11:24:40,28,3,6,,1,4.09
Lv1J_69YKgot4zNVA8f0Mg,52,2008-10-01 02:01:29,126,94,49,,3,3.13
leDIDqF88UxUU5DPY90PSg,163,2012-05-04 20:27:38,507,477,316,"2013,2014,2015,2016,2017",38,4.19
dwPotsYRgwHBsih1pnDQ0w,103,2010-10-16 18:12:42,170,9,29,"2015,2016",3,3.37
mmUQyEQP5exKCZZXljq0Nw,18,2011-05-27 19:06:07,21,11,8,,1,4.0
0mQ352QL9UxBAS3PLvkz0g,52,2011-08-18 19:49:35,75,26,17,,0,3.36
M9TjYmTgHayJ22cNkyvW_g,769,2012-10-15 21:17:54,1815,424,1396,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",58,3.98
FSq-qCpjPSSOw7GtfXG65A,29,2011-07-29 22:18:37,59,19,18,,2,3.73
KkmADj2xPhJL6DbZRVQcLQ,1285,2009-05-11 14:03:29,874,350,392,"2011,2012,2013,2014,2015,2016,2017,2018",28,3.74
6mUK8vzuZeMU1GUctBCp0w,204,2008-08-05 05:32:04,363,210,223,,4,3.3
_02bKW3k1xC25qTIHGLP0g,23,2007-09-18 04:55:04,43,8,25,,1,4.13
IvbYXRmR56K7R6KAZ58e2A,269,2010-06-20 19:54:32,140,54,47,,3,3.6
IvdiHgVL5_E600BvelgCww,9,2010-11-06 00:41:55,19,8,5,,1,3.6
oZ4MOxXfp-eVeGKP0NFkFA,11,2012-02-09 03:09:18,33,21,14,,1,4.45
KvhG6YImegC861X5JU6pYw,33,2011-06-18 01:07:46,62,9,8,,1,2.28
cy6p5cYZ0X09FDokgZIotA,16,2010-06-06 00:25:08,13,4,7,,1,4.17
HqKkMqbBG6ejcZlcbLubEA,64,2012-02-25 08:02:43,127,37,65,,4,3.56
HVAz1kANuNrX3zqVe4iRPw,475,2012-03-31 02:57:10,1055,278,843,"2015,2016,2017,2018,2019,20,20,2021",53,4.38
OD9TngbyG2R7oOVzIKRluw,174,2007-03-02 02:40:07,156,47,35,,0,3.81
iiXabr_q683Y65e61vdoJw,36,2010-04-17 20:45:16,50,9,12,,2,3.16
AhL-DCFiBnMcu1TnZ4fWUA,14,2011-05-29 23:19:35,10,3,1,,0,4.07
8lsWibR0YSa8YWGRdTt5CQ,7,2006-03-29 06:45:37,5,0,3,,1,4.88
vuG8lxo5tAsO7e6l-KLUog,54,2012-03-13 00:49:36,57,9,15,,2,4.18
33ov2U6Z76nHb5Lu2zeF4g,116,2011-09-19 01:56:01,146,10,25,,1,3.85
HcrsuvLuxYtXtHsfXlLPiw,20,2010-12-24 09:48:27,18,4,2,,1,3.05
agjuWnLHhgu5GboTjZQjrA,14,2012-07-28 14:25:32,13,0,2,,0,3.43
zgjUN9ltOiYh5q-bnHhvcQ,90,2012-01-16 01:36:40,60,7,20,"20,20,2021",3,3.58
eB9FeqoVZ9ZbCtvcFFTxrw,503,2011-03-18 22:13:00,502,55,181,,8,4.38
Oug4M_t6RCiOjDO217gN1g,60,2011-12-21 08:22:48,64,26,21,2016,1,4.46
cL3LgMrwfHndSONhDFaFEw,62,2011-05-06 23:33:22,28,11,13,,2,4.05
LSIq5cP7hHM1BmsSPIySRg,24,2011-08-02 18:53:26,21,16,12,,3,4.33
CQkPTIWpwy6BzXdwcuM0Qg,60,2009-09-05 16:45:45,48,9,10,,0,3.84
monpKVj_VCdADBzalPKKIQ,134,2009-08-21 15:32:33,166,54,38,,4,3.78
GL8eHP8CmHACEKwJWn72JA,128,2009-09-21 00:47:39,303,53,57,,3,3.7
eJY8svAq_1pt1VQiHu7lew,966,2011-01-29 06:37:25,10142,5743,7586,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",178,3.92
-fh8LjJKj34MLGLn-OhaAA,564,2011-04-19 18:52:21,537,132,332,"2014,2015,2016,2017,2018,2019,20,20,2021",25,3.99
X4jKE8yLjRF7ca2m30dUdQ,69,2012-02-17 16:37:28,74,10,19,,5,3.65
fs6yFn_sa7bTaS2aDad0Qg,312,2011-01-20 02:49:27,239,64,59,,4,3.89
VzoOr8VtDqi_VKMQVLVjgA,43,2012-11-21 16:48:55,31,1,17,,3,4.95
dRvKAgf9a0DSKioJSv1p0Q,50,2012-01-13 07:46:20,50,6,32,,2,3.85
RKYxuHew4oFag8iX_b0Hig,55,2011-05-23 20:20:06,50,7,22,"2017,2018",5,3.7600000000000002
cY1WWo-FB-M9AlPIxYdOHQ,424,2009-01-10 15:51:36,919,388,518,"2014,2015,2016,2017,2018,2019",40,3.55
Feijj76xwcAPUMB0KVFMIQ,135,2010-07-24 15:15:25,131,26,38,,3,3.8
ZCWE1WBTbc6FsyT4ngLOAA,279,2010-09-15 20:37:53,347,63,96,"2015,2016,2017,2018,2019",8,3.77
xGTlAfrM208q533eDriJkg,202,2010-09-23 23:46:34,204,30,97,"2017,2021",9,4.39
37Nb842bvuOHAYUhiiZ_vw,70,2007-12-07 20:03:39,50,18,34,,0,3.7600000000000002
77nzx5CXRvUwQXTTvh7l1A,16,2010-09-07 15:45:39,37,10,13,,0,3.71
iybgPbUG0-LGfyPuCqGJKQ,92,2011-07-14 16:41:03,181,70,77,"2012,2013",3,3.78
4coPh0w4JCcclfn8-wk2gA,171,2008-09-21 22:55:58,143,14,58,"2018,2019,20,20,2021",3,4.29
ESlbhXivKfrymFf-0saA7w,409,2012-05-14 15:51:29,1276,340,577,"2015,2016,2017,2018,2019,20,20,2021",33,4.29
Ob85fcxBnnW_KLwOKShhfw,156,2007-10-07 15:39:47,175,56,42,,5,3.64
eO12uCCWuK7TUX9BIX9dBA,42,2012-03-20 03:44:52,55,10,20,,0,4.35
jBEBj8LrRZ5CBgdUp1052A,20,2012-06-05 18:58:26,10,2,9,,6,3.95
inBoSiMaEZZQft4HxMM58g,338,2011-01-15 19:12:04,869,287,535,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",23,4.37
h7uFMK8N67at45ngpATJ-A,17,2012-08-10 01:23:57,23,5,11,,3,4.63
ol8w_eXW_ZfS519tI7bzXQ,388,2011-10-02 19:43:56,603,1177,87,"2014,2015,2016,2017,2018,2019",15,3.07
ixosArLeRB-vo5ZOdTNGeg,71,2012-01-14 21:41:19,38,9,17,,1,4.32
zTK1nPD2Hpa-ksSXsE-JzQ,853,2011-12-02 18:34:48,2077,759,999,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",38,3.99
sWmOF8GOgiSzi3KMTqN3lA,157,2012-02-27 15:01:25,125,28,35,,1,3.69
Lxuo9egCa4Hl4HIhd1IWMA,6,2010-03-05 16:54:05,7,3,3,,0,2.63
2M5nrxf_CBlu-y0lKoqGhQ,573,2011-03-12 19:09:45,2177,769,1318,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",85,3.85
oJ7niyN4gLDKVfTYzoXHFg,25,2009-01-09 17:46:52,28,3,9,,2,4.46
xzEwnbkZRF_FAl92857_Cw,26,2012-12-19 14:15:58,39,7,9,,4,3.66
O5ou9zL9AfG5oOwuoQmr-A,22,2008-09-08 00:19:15,33,7,18,,1,4.23
mKiTPMu3yOzOTMgy4fyOzw,27,2009-07-13 23:51:56,7,4,4,,0,4.07
W0ny0BqO0OJ4K4aVnSIlBw,281,2011-03-23 19:07:55,287,89,80,"2012,2013,2014,2015",8,3.71
kHQEBK-nZ-A6rYm8eZzeHQ,684,2012-04-27 19:32:20,1203,258,413,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",46,3.7600000000000002
upi5o2y96CSGDUy01wfepQ,56,2011-05-23 04:34:05,28,3,9,,1,4.32
Vic1IYtclqgPIBXX7x21Sg,103,2010-05-10 22:38:00,65,4,10,,2,4.15
oBq1_pJwkO9Lug4KxdoVww,315,2011-03-24 15:43:59,615,233,386,"2014,2015,2016,2017,2018,2019",22,4.09
PRer2NTR2rtlt_Se04TKUw,22,2008-10-30 18:11:43,38,7,14,,3,4.0
kpRptSnXHLiRAP0DUcpegg,137,2011-12-22 16:37:22,117,35,37,,2,4.08
wFx7pdGMG4Xif9fonrIL3g,67,2012-03-05 03:42:16,102,22,35,"2014,2015",6,4.19
