business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,city_clean,state_clean,category_list,matched_target_categories,is_target_business,is_operational_at_snapshot
7D5-a53BLau19RpMu-L3zg,Beachbum Berry's Latitude 29,321 N Peters St,New Orleans,LA,70130,29.953715,-90.0651341,4.0,389,1,"{""HappyHour"": ""True"", ""Smoking"": ""u'no'"", ""RestaurantsGoodForGroups"": ""True"", ""CoatCheck"": ""False"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsReservations"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsAttire"": ""'casual'"", ""OutdoorSeating"": ""True"", ""Caters"": ""True"", ""HasTV"": ""False"", ""GoodForDancing"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""BikeParking"": ""True"", ""GoodForKids"": ""False"", ""Music"": ""{'dj': False}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""NoiseLevel"": ""u'average'"", ""RestaurantsTableService"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", ""BestNights"": ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", ""BYOB"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""WheelchairAccessible"": ""True"", ""DogsAllowed"": ""False"", ""GoodForMeal"": ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""False""}","Hawaiian, Tiki Bars, Gastropubs, Bars, Nightlife, Restaurants, Cocktail Bars","{""Monday"": ""0:0-0:0"", ""Tuesday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0"", ""Thursday"": ""16:0-22:0"", ""Friday"": ""16:0-23:0"", ""Saturday"": ""16:0-23:0"", ""Sunday"": ""16:0-22:0""}",New Orleans,LA,"[""Hawaiian"", ""Tiki Bars"", ""Gastropubs"", ""Bars"", ""Nightlife"", ""Restaurants"", ""Cocktail Bars""]","[""Bars"", ""Cocktail Bars"", ""Nightlife"", ""Restaurants""]",True,True
cg2l4bu4CTVrPkpv2nSeUg,Cookie's Snowballs,4202 S Carrollton Ave,New Orleans,LA,70119,29.969933,-90.105242,4.0,5,1,"{""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""DogsAllowed"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False""}","Food, Shaved Ice","{""Monday"": ""13:0-19:0"", ""Tuesday"": ""13:0-19:0"", ""Wednesday"": ""13:0-19:0"", ""Thursday"": ""13:0-19:0"", ""Friday"": ""13:0-19:0"", ""Saturday"": ""13:0-19:0"", ""Sunday"": ""13:0-19:0""}",New Orleans,LA,"[""Food"", ""Shaved Ice""]","[""Food""]",True,True
3-69Zp0UWQafow9ilWDjvA,Holiday Inn Express New - Orleans Downtown,334 Okeefe Ave,New Orleans,LA,70112,29.951759,-90.0736912,2.0,68,1,"{""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""WheelchairAccessible"": ""True"", ""WiFi"": ""u'free'""}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels","{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}",New Orleans,LA,"[""Event Planning & Services"", ""Hotels & Travel"", ""Venues & Event Spaces"", ""Hotels""]","[""Hotels"", ""Venues & Event Spaces""]",True,True
b0zp6rgcv7ZcjToRoVhcmQ,Salon by Sucré,622 Conti St,New Orleans,LA,70130,29.955249,-90.066686,4.0,227,0,"{""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""WheelchairAccessible"": ""True"", ""GoodForKids"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", ""RestaurantsReservations"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""False"", ""Caters"": ""False"", ""HasTV"": ""False"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""Alcohol"": ""u'full_bar'"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""WiFi"": ""u'free'"", ""RestaurantsTableService"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""HappyHour"": ""True"", ""DogsAllowed"": ""False"", ""ByAppointmentOnly"": ""False"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", ""BusinessAcceptsBitcoin"": ""False""}","Restaurants, Tapas/Small Plates, Coffee & Tea, Food, Breakfast & Brunch, French, American (New), Desserts, Tea Rooms","{""Monday"": ""0:0-0:0"", ""Thursday"": ""10:0-15:0"", ""Friday"": ""16:0-19:0"", ""Saturday"": ""16:0-19:0"", ""Sunday"": ""10:0-16:0""}",New Orleans,LA,"[""Restaurants"", ""Tapas/Small Plates"", ""Coffee & Tea"", ""Food"", ""Breakfast & Brunch"", ""French"", ""American (New)"", ""Desserts"", ""Tea Rooms""]","[""Coffee & Tea"", ""Desserts"", ""Food"", ""Restaurants""]",True,False
X3t4Cj_W3CLh8DFo_MUCOg,Orpheum Theater,129 Roosevelt Way,New Orleans,LA,70112,29.9544471072,-90.0727006048,3.5,27,1,"{""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", ""GoodForDancing"": ""False"", ""WheelchairAccessible"": ""True"", ""CoatCheck"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""HappyHour"": ""False"", ""HasTV"": ""False"", ""OutdoorSeating"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""NoiseLevel"": ""'loud'"", ""GoodForKids"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""BikeParking"": ""True"", ""Smoking"": ""u'outdoor'"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""Alcohol"": ""u'full_bar'""}","Nightlife, Arts & Entertainment, Music Venues, Performing Arts",,New Orleans,LA,"[""Nightlife"", ""Arts & Entertainment"", ""Music Venues"", ""Performing Arts""]","[""Nightlife""]",True,True
9MdAr_MK8YUzYsEHMf1QeA,Lenora's Grill,6514 Congress Dr,New Orleans,LA,70126,30.026925,-90.038283,4.0,33,0,"{""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""'full_bar'"", ""HasTV"": ""True"", ""NoiseLevel"": ""u'quiet'"", ""RestaurantsAttire"": ""'casual'"", ""WiFi"": ""'no'"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""False"", ""RestaurantsReservations"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTableService"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""2""}","Seafood, Restaurants, Southern, Cajun/Creole","{""Tuesday"": ""7:30-21:0"", ""Wednesday"": ""7:30-21:0"", ""Thursday"": ""7:30-21:0"", ""Friday"": ""7:30-21:0"", ""Saturday"": ""7:30-21:0"", ""Sunday"": ""7:30-17:0""}",New Orleans,LA,"[""Seafood"", ""Restaurants"", ""Southern"", ""Cajun/Creole""]","[""Restaurants""]",True,False
Iy7-VFi13z-ZUVtJ1M1A9A,Fat Catz,440 Bourbon St,New Orleans,LA,70130,29.9568494,-90.0670675,3.0,115,1,"{""BikeParking"": ""False"", ""NoiseLevel"": ""'loud'"", ""HasTV"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'full_bar'"", ""WiFi"": ""'no'"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", ""GoodForDancing"": ""True"", ""HappyHour"": ""True"", ""Ambience"": ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", ""RestaurantsReservations"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""CoatCheck"": ""False"", ""Smoking"": ""u'yes'""}","Nightlife, Bars",,New Orleans,LA,"[""Nightlife"", ""Bars""]","[""Bars"", ""Nightlife""]",True,True
Tl6XmMQOzRRwvGnWNtoI1A,O'Keefe Plaza Hotel,334 O Keefe Ave,New Orleans,LA,70112,29.9516735,-90.0736912,2.0,27,1,"{""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel",,New Orleans,LA,"[""Event Planning & Services"", ""Hotels"", ""Hotels & Travel""]","[""Hotels""]",True,True
3wq2chcgOs5D7f6KHcINmg,Yummy Sushi & Hibachi,6100 Hamburg St,New Orleans,LA,70122,30.020258,-90.076769,4.0,104,1,"{""NoiseLevel"": ""u'quiet'"", ""Caters"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForKids"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsDelivery"": ""True"", ""WiFi"": ""u'free'"", ""Alcohol"": ""'beer_and_wine'"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""HasTV"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Sushi Bars, American (New), Restaurants","{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:30"", ""Saturday"": ""11:0-21:30""}",New Orleans,LA,"[""Sushi Bars"", ""American (New)"", ""Restaurants""]","[""Restaurants""]",True,True
jziRKhtHxeJPAPWS21jRYw,Copeland's Cheesecake Bistro,2001 Saint Charles Ave,New Orleans,LA,70130,29.9354628578,-90.0792360172,2.5,322,0,"{""RestaurantsAttire"": ""'casual'"", ""RestaurantsDelivery"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsBitcoin"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""True"", ""NoiseLevel"": ""u'average'"", ""Caters"": ""True"", ""Alcohol"": ""'full_bar'"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""HappyHour"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""HasTV"": ""True""}","Southern, Italian, Restaurants, Breakfast & Brunch, Cajun/Creole, Seafood, American (Traditional), American (New), Food, Desserts","{""Monday"": ""16:0-16:15""}",New Orleans,LA,"[""Southern"", ""Italian"", ""Restaurants"", ""Breakfast & Brunch"", ""Cajun/Creole"", ""Seafood"", ""American (Traditional)"", ""American (New)"", ""Food"", ""Desserts""]","[""Desserts"", ""Food"", ""Restaurants""]",True,False
XqGNxBmAo2Jm5DibhJcrOQ,Cafe' Anglais,300 Gravier St,New Orleans,LA,70130,29.9493735,-90.0662829,3.5,5,1,"{""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""Caters"": ""False"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""False"", ""WheelchairAccessible"": ""True"", ""WiFi"": ""u'free'"", ""OutdoorSeating"": ""False"", ""Alcohol"": ""u'beer_and_wine'"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTableService"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""BYOB"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Salad, Food, Bakeries, Coffee & Tea, Restaurants","{""Friday"": ""6:0-12:30"", ""Saturday"": ""6:0-12:30"", ""Sunday"": ""6:0-12:30""}",New Orleans,LA,"[""Salad"", ""Food"", ""Bakeries"", ""Coffee & Tea"", ""Restaurants""]","[""Bakeries"", ""Coffee & Tea"", ""Food"", ""Restaurants""]",True,True
H-S-V_xyaNmxRNQ50IdIBg,Dons Food Market,1730 Eagle St,New Orleans,LA,70118,29.9563581,-90.131328,2.5,7,1,"{""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True""}","Beer, Wine & Spirits, Food, Grocery, Convenience Stores","{""Monday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Friday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0""}",New Orleans,LA,"[""Beer"", ""Wine & Spirits"", ""Food"", ""Grocery"", ""Convenience Stores""]","[""Food""]",True,True
FjcqIkrk9hDx7q_OvqeyWQ,Church's Chicken,4301 St Claude Ave,New Orleans,LA,70117,29.9652417,-90.032325,1.5,5,1,"{""RestaurantsReservations"": ""False"", ""GoodForKids"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""HasTV"": ""False"", ""RestaurantsAttire"": ""'casual'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""BikeParking"": ""True"", ""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsGoodForGroups"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""DriveThru"": ""True"", ""Alcohol"": ""'none'"", ""RestaurantsDelivery"": ""True""}","Restaurants, Fast Food, Chicken Wings, Chicken Shop, Breakfast & Brunch","{""Monday"": ""10:0-22:0"", ""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-22:0"", ""Saturday"": ""10:0-22:0"", ""Sunday"": ""10:0-22:0""}",New Orleans,LA,"[""Restaurants"", ""Fast Food"", ""Chicken Wings"", ""Chicken Shop"", ""Breakfast & Brunch""]","[""Restaurants""]",True,True
xZKhj_0PWf9F0ubRyFG5og,Long Chim Nola,4113 Magazine St,New Orleans,LA,70115,29.921157,-90.098428,4.5,58,0,"{""BusinessAcceptsBitcoin"": ""False"", ""BikeParking"": ""True"", ""DogsAllowed"": ""True"", ""HasTV"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsAttire"": ""u'casual'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""False"", ""Alcohol"": ""u'none'"", ""OutdoorSeating"": ""None"", ""GoodForKids"": ""True"", ""WheelchairAccessible"": ""False"", ""GoodForMeal"": ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", ""Caters"": ""True"", ""HappyHour"": ""False"", ""RestaurantsTableService"": ""False"", ""RestaurantsReservations"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Thai, Pop-Up Restaurants, Food Court, Restaurants","{""Tuesday"": ""11:0-16:0"", ""Wednesday"": ""11:0-16:0"", ""Friday"": ""17:0-0:0"", ""Saturday"": ""17:0-0:0""}",New Orleans,LA,"[""Thai"", ""Pop-Up Restaurants"", ""Food Court"", ""Restaurants""]","[""Restaurants""]",True,False
fzWfyNec66KVLoulLP2E5A,Flambo Burgers & Bar,1101 Decatur St,New Orleans,LA,70116,29.96006,-90.0600252,3.5,178,1,"{""OutdoorSeating"": ""False"", ""RestaurantsTableService"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsTakeOut"": ""True"", ""HasTV"": ""True"", ""NoiseLevel"": ""'average'"", ""DriveThru"": ""False"", ""GoodForDancing"": ""False"", ""Alcohol"": ""'full_bar'"", ""WiFi"": ""'no'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsGoodForGroups"": ""True"", ""WheelchairAccessible"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""True"", ""Smoking"": ""u'outdoor'"", ""Caters"": ""True"", ""BikeParking"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""HappyHour"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""CoatCheck"": ""False"", ""DogsAllowed"": ""True"", ""Ambience"": ""{'touristy': True, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}""}","Bars, Lounges, Restaurants, Sandwiches, Seafood, Cajun/Creole, Hot Dogs, Burgers, Nightlife","{""Monday"": ""11:0-18:0"", ""Tuesday"": ""11:0-18:0"", ""Wednesday"": ""11:0-18:0"", ""Thursday"": ""11:0-20:0"", ""Friday"": ""11:0-20:0"", ""Saturday"": ""11:0-20:0"", ""Sunday"": ""11:0-20:0""}",New Orleans,LA,"[""Bars"", ""Lounges"", ""Restaurants"", ""Sandwiches"", ""Seafood"", ""Cajun/Creole"", ""Hot Dogs"", ""Burgers"", ""Nightlife""]","[""Bars"", ""Lounges"", ""Nightlife"", ""Restaurants""]",True,True
qhhznOo5NgdkhAti7qj3dA,Subway,"6227 S Claiborne Ave, Ste A",New Orleans,LA,70125,29.9463438,-90.1133424,1.5,16,1,"{""GoodForKids"": ""True"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsPriceRange2"": ""1"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'no'"", ""RestaurantsGoodForGroups"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""Alcohol"": ""u'none'"", ""HasTV"": ""True"", ""Caters"": ""True""}","Food, Restaurants, Fast Food, Specialty Food, Fruits & Veggies, Sandwiches","{""Monday"": ""11:0-19:0"", ""Tuesday"": ""11:0-19:0"", ""Wednesday"": ""11:0-19:0"", ""Thursday"": ""11:0-19:0"", ""Friday"": ""11:0-19:0"", ""Saturday"": ""11:0-19:0"", ""Sunday"": ""11:0-19:0""}",New Orleans,LA,"[""Food"", ""Restaurants"", ""Fast Food"", ""Specialty Food"", ""Fruits & Veggies"", ""Sandwiches""]","[""Food"", ""Restaurants"", ""Specialty Food""]",True,True
jOqi0XSNE8Rfd15ORCIcfg,Rosalie Apothecary,3201 Toulouse St,New Orleans,LA,70119,29.9734361,-90.0893885,4.0,27,1,"{""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""BusinessParking"": ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", ""RestaurantsTakeOut"": ""False"", ""RestaurantsDelivery"": ""False""}","Specialty Food, Herbs & Spices, Food","{""Tuesday"": ""10:0-17:0"", ""Wednesday"": ""10:0-17:0"", ""Thursday"": ""10:0-17:0"", ""Friday"": ""10:0-17:0"", ""Saturday"": ""10:0-17:0""}",New Orleans,LA,"[""Specialty Food"", ""Herbs & Spices"", ""Food""]","[""Food"", ""Specialty Food""]",True,True
D7Yx4GIb_q4-7uV4zH6SUg,Mike Anderson's Seafood,1 Poydras St,New Orleans,LA,70130,29.9445886978,-90.0620528509,3.0,39,0,"{""BikeParking"": ""False"", ""OutdoorSeating"": ""True"", ""RestaurantsReservations"": ""False"", ""WiFi"": ""'no'"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""False"", ""NoiseLevel"": ""u'average'"", ""Alcohol"": ""'full_bar'"", ""GoodForMeal"": ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}"", ""BusinessParking"": ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""False"", ""HasTV"": ""True"", ""Ambience"": ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}""}","Restaurants, Seafood, Food",,New Orleans,LA,"[""Restaurants"", ""Seafood"", ""Food""]","[""Food"", ""Restaurants""]",True,False
mnq8JNUjIBwUoLBk-b2V9g,Jamba,"930 Poydras St, # A",New Orleans,LA,70112,29.950181,-90.074232,4.0,67,1,"{""BusinessAcceptsCreditCards"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BikeParking"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""DogsAllowed"": ""False"", ""HappyHour"": ""False"", ""RestaurantsDelivery"": ""None"", ""Caters"": ""True""}","Juice Bars & Smoothies, Sandwiches, Restaurants, Food","{""Monday"": ""8:0-19:0"", ""Tuesday"": ""7:0-19:0"", ""Wednesday"": ""7:0-19:0"", ""Thursday"": ""7:0-19:0"", ""Friday"": ""7:0-19:0"", ""Saturday"": ""7:0-19:0"", ""Sunday"": ""7:0-19:0""}",New Orleans,LA,"[""Juice Bars & Smoothies"", ""Sandwiches"", ""Restaurants"", ""Food""]","[""Food"", ""Restaurants""]",True,True
dclL14pr7OojCOKJ_ZbMbQ,Angelo Brocato,214 N Carrollton Ave,New Orleans,LA,70119,29.9754298,-90.0990473,4.5,638,1,"{""OutdoorSeating"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""NoiseLevel"": ""u'average'"", ""DriveThru"": ""False"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsDelivery"": ""False"", ""Alcohol"": ""'none'"", ""GoodForKids"": ""True"", ""ByAppointmentOnly"": ""False"", ""WiFi"": ""u'free'"", ""RestaurantsReservations"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Bakeries, Ice Cream & Frozen Yogurt, Food, Desserts, Gelato, Restaurants, Coffee & Tea, Patisserie/Cake Shop","{""Tuesday"": ""10:0-22:0"", ""Wednesday"": ""10:0-22:0"", ""Thursday"": ""10:0-22:0"", ""Friday"": ""10:0-22:0"", ""Saturday"": ""10:0-22:0"", ""Sunday"": ""10:0-21:0""}",New Orleans,LA,"[""Bakeries"", ""Ice Cream & Frozen Yogurt"", ""Food"", ""Desserts"", ""Gelato"", ""Restaurants"", ""Coffee & Tea"", ""Patisserie/Cake Shop""]","[""Bakeries"", ""Coffee & Tea"", ""Desserts"", ""Food"", ""Restaurants""]",True,True
ixvVmy_WZFrM1TNN_6Rqsg,The Vitamin Shoppe,4935 Magazine St,New Orleans,LA,70115,29.9205658,-90.108899,4.0,12,0,"{""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Food, Vitamins & Supplements, Food, Shopping, Health Markets","{""Monday"": ""10:0-19:0"", ""Tuesday"": ""10:0-19:0"", ""Wednesday"": ""10:0-19:0"", ""Thursday"": ""10:0-19:0"", ""Friday"": ""10:0-19:0"", ""Saturday"": ""10:0-19:0"", ""Sunday"": ""11:0-18:0""}",New Orleans,LA,"[""Specialty Food"", ""Vitamins & Supplements"", ""Food"", ""Shopping"", ""Health Markets""]","[""Food"", ""Specialty Food""]",True,False
