photo_id,business_id,caption,label
TXqTgF1zVZgTcrUbV40VmQ,sy9erwW0yTpjsTQ1eLtnUQ,,food
Lfx5v1q2O-0C4ZVRpHRAlw,4WdDY97x4GdMYtyk1KQMnw,,food
6Gp3ap_Sfx7GXAQ2crDlQg,I0I2mkCOPTYVSLpc8A8VVw,,inside
_aCHksj7mDYqK6KOQ1tBDw,MyFC2F-5SXwXTLR99UWiqA,More Bites,food
hlRB-PdIo0ASPE82qAyBdw,7CRox7xpb3vNCEe7FZ6zgA,,food
0nl_JzLu1yd49XWDH5iTYg,hfbZ97Te3T4jeWN6GgsGrQ,ice coffee,drink
ps0wCotPoD-_Ix95dHg3iw,2px6TBM430hX0T49rm95yQ,,drink
cCd7Y8oVh3rIhtvhrNW9qw,V9VLhHdSFpFi4yXFqVcVEA,Seafood platter - not worth it in my opinion,food
oTCqUHuCnnaRvHYxupxk-A,yY3kq6_2m1FyY9MgaiHgoQ,Fried Green Tomato Shrimp Remoulade,food
6j3Rvyc7awSaZWUrN-Uczw,TVDe34aKHkjaEOtCqffwbw,Great place for midday music and lunch,inside
nQP1PyG0S9bfCQd3xuOZCw,sdFJSq-EgmtplIwUamRwTQ,,food
5HRN0CbWcxbifMBv4w9s5w,yY3kq6_2m1FyY9MgaiHgoQ,,food
Ka8BorlhznPbbDPTpYmMLw,YUDcLokFMZOtyWAmVY3jwA,Broiled Seafood Platter,food
Q46Bs5kQmBQiAFkFpMBuHw,JvawJ9bSr22xn4R9oLvl_w,Grille oysters,inside
JnQJtFRaKRD0_6uGzhFKQg,iSRTaT9WngzB8JJ2YKJUig,,inside
WgZBvRWaicAvNnVmb7x8XQ,8ASzjS3ITg5bQSyObsCx5w,,food
t4YxXn-QwdGgDFTgJVP9Gw,-Tskf8WK17rb3ZfeFuRSWA,,inside
nC32e66yWtX6rpfwFcGzsw,SBtjW_pKw3XaOKtKAavWZg,,food
rEc7uGOdJ5UI9HQYPx1m7w,oFbwMxqaCJfIzAEmwaXD3Q,ARROZ CON POLLO,food
XquVd-FejsIirdkpRA0w5w,yz0KWVamNhqiZGz7XTClzg,Very atmospheric dining area!,inside
Hs55kI8ejpNEqdmZO9RK4A,FzHkziPh867xpgBxH3_IVQ,,inside
QIT_U3DeetPhARbyCUwr8w,1Mmo93UBNsaVW7OnpWDuQg,,food
mV7gplcqzTJcenv9geCA9Q,FEXhWNCMkv22qG04E83Qjg,,inside
74fSG6BBmLVpIU8hwLUf_g,FNwvXKcoN_WZzOOKqrfFAQ,Assorted Sushi Dinner,food
314hs-zQO5glU6GujDVxJQ,6a4gLLFSgr-Q6CZXDLzBGQ,fried alligator with chili garlic mayonnaise,food
HPg-hJ8K2TL-qASY9rnnYA,sdFJSq-EgmtplIwUamRwTQ,"For the vegetarians out there, Bayou Burger has  the Veggie Bean!",food
YUwUFnowAbmWQXcP3pTJFA,itAhmbhHOyQQparfwicjDQ,,inside
70bY_Qt-lSVCgX0Gj9rJwg,2px6TBM430hX0T49rm95yQ,,food
CLgNRuFw1CIjAsCVpSdypw,Fd0t6Mc0uxUdhWzVwZSITA,,food
tOWbIER4sQN3PvE2YwjJkg,gTC8IQ_i8zXytWSly3Ttvg,,food
Kc5QCcyPw2ervHvaPTg4Zw,gxTighJBXJ-M7imsm9wlHg,,drink
PHz19PQmGz82fQHQGKtvvw,ta5Oi3sezvn4H299MbtE8Q,PIMM'S CUP,drink
m7BVoYeBBdbze6OBvfGENg,oBNrLz4EDhiscSlbOl8uAw,Bananas Florentine and the TRIFECTA (my personal favorite!!!),food
gJoM2fLxxfgCtnfZPzvT5A,_LgI5387qAmMuS8i6h69cg,,inside
tyarjNM2Z-sI-inf3UvI4g,g2jeKyXYwHUaiop2UPOFXQ,,food
yZF8_MMT7VXQn6sH0_0_Kg,DcBLYSvOuWcNReolRVr12A,Charbroiled oysters round 1,food
77Dvaogx6sWR5_Px_7VcNw,sJz2WhvVGW8jsdQhZ_BlUQ,,inside
PNFCT2Tq88VJMh-wFc0THg,uyfOQql0ZGMG4WEIwUeeEQ,,drink
FJ1bsDuYccCcDEwLHT7CVQ,snguCYg0ierKRuUTxCDH7w,,inside
Uvq0Uod3DMhXcGvvxHWWXQ,FxosV3rl41ZlR724nnrImA,"From left; vanilla,red velvet, confetti, marble",food
xXx2xPdacZovTCxpG3ZGkQ,mXnlC59Wqe_Q8lAxmchBJg,,inside
GMcR6epBf8Ae5ieuPDuPXQ,TU0Qzv2xotpDZW_tY9uVMQ,,inside
ii8T51gSTNtCGLiQRoalHA,GmXC3CBu172Bkb0c6RnO7w,Coconut and lime semi-freddo,food
gehccyZZIFtUKdMQCJ4DUQ,fusQg9Pj0xUC8CzbO2IHrA,,inside
vH9Ouj1zJSEiUtr1zgjneg,_ab50qdWOk0DdB6XOrBitw,Fresh Raw oysters!,food
ZpoZowMdHSpYnRk25a3Xpw,_C7QiQQc47AOEv4PE3Kong,,drink
NYAlkrKQwdFlw3vo0VHTRA,Nm8N8GU7pYg2rnV_GlwrzQ,Mmmmmm,food
P6Dnsaby3KScjLJSlrcgYQ,-UEeCTgxud4OGWshX4x-jw,Affogato flight and peppermint mocha,food
tF-bikcrvQ2qGa_VKG8j1w,gCjn1PcZqIBZWxXVDhsDAQ,,food
msAQ793iBrmecqsJ9cs45A,gTC8IQ_i8zXytWSly3Ttvg,Muffuletta bite done right.,food
FmycHD5b0lyN0J3Jc4Z7Tw,xtPAc0VsFTKIrKCG8xBZTg,,outside
Z1qZaLR-OyMh4eLm007eRA,75FY8ZQx5nOWP0VFmNvWfw,,drink
NmcMVR2VbOEXoEx_vp4hUQ,fsFZQ2ZbTutgUlnWPhTU6A,Fried Soft Shell Crab - $15,food
9z-Gs-aKFYI5lJkUMcozMQ,fX57gus0k0WY92W8r-Mlwg,BEARCAT CBD | Interior,inside
BIEWK0J6OIjQUpCYu7rxmg,6Ty-KKWq6hLZYW8DWEHYvg,,outside
91YV6BRir-ZaS-eJFjBURQ,54b_ZM23HJhw7L1_D-nRkw,,inside
00GDQB67vVgy2xM1joN2Sg,uR7G8I4Cef9D9R340TN24Q,HH btw 3-6pm,drink
_H__SPln8CKBCP6cW5G0Yg,_JNRKX9qdBTHLKtAl7dbWg,,food
yHswdtMbbYfNf5yThVnExA,2QGyW4T6E_4iSltdx9i2RQ,In the bar with Thomas!,inside
Mu8oDu_KUFjBu1xuo9RwLA,qee3h7VtquJuvSLJ5RE-HQ,,inside
g9RUV7ZGE3d6rr5n0b2WcQ,vN6v8m4DO45Z4pp8yxxF_w,Crawfish Omelette with biscuit,food
ot3MCBr7c1-7HkyGg0AkQQ,VQcCL9PiNL_wkGf-uF3fjg,Best service from the best server!!!,inside
m2VU5v6kDQFgInbbzEmrGA,VaO-VW3e1kARkU9bP1E7Fw,,outside
VAdvvH5f_cg__f05-SF9CQ,-AaxZJ_I4rSFOBJbBz4SlQ,,food
cWljCRayfu09ETOFWs_8AQ,TUTQeLjq1UbkR5r8mOvMqw,,inside
Y9LQP51LTUHSC1rxVOMmAw,2xuzLVAMmTqcUKCtnxKVtw,,food
sHGKH5qdLhUK6HmCFHivTg,kRG2ZrCT5RvwD2tajVnpjA,Walkway opens into courtyard where you will find the door... Enter if you dare...,inside
W_g6GmSfYmbj4upuYGIQxg,rOsC1rDpIxvNoHxEvNFjeA,Death in the afternoon,drink
4hgbrmPDpSaojE8Rt9dA0Q,v77_hh7gsbpSpjlzSKeq5w,bar,inside
FjW6Xezdces3fMlOeRA1EA,uDYln8JtfxBpj5Vg04BRKQ,,food
hSgl6WwewoDVD_LpuSuk5Q,Jw6WbQpwQYsQRWJN66ZkPw,,food
9pYMplePUvqL-0sLs4pikg,sLO6aA8CI4QZXm-sGC6yyQ,,inside
3_ry6gpGuscsfwHbLsPiBA,FxyGTyC98dVsVMhPiHXyOQ,,food
43qKlVCY6G2n_mryy1ph5w,P9xNwbMStRsHsVc6K5PDpg,,food
dMfr7Uu-Qq-HKCtsk6FEkA,Q2czZHj_qZoLDzkeTqBU8Q,,inside
h96N3tKbVysxSBNxHeYJqw,036_95rJbB7PvCHfkCL6Nw,My view from the balcony!!!,outside
my-ak91SX1tTKKPUZH65pg,ta5Oi3sezvn4H299MbtE8Q,,inside
wY3q4PNOKihv6cXuR6oZ6A,qclZoDz3sjT7v5xOSj5P2Q,The small interior ruined by a brightly lit bar.,inside
jf-qYRMhIf_RG0wpS6Yotw,196CWwMAtAcA21jYiMyRzg,,inside
KexjI6kUI1ao132wmzvGtw,dbli0TD6YQfbnWTv-43KLg,,food
FqNo-VU9bejQQB-N3maPkg,7pKzyzCFC7LpX82sM-0aMg,The Dapper Dandies are incredible!,inside
bb-lynzUcNBAHoKHUfKN8g,iwmW2mgcn2YdirXUHCsgXQ,Charbroiled Oysters,food
7IxzBUtKGCu7PVyP0D1sKA,zV_tX3gSMon0Hqp8TH3Xsg,,outside
68MfluycsOrFRvxZkjqjWA,R2I0DYnyEjn-Eu5eweuOQQ,,inside
WOYN8stY0m-DR7caCbc34Q,ybdK0uu7_dZ78qCjA2z81Q,Pictures of what they show on the web site versus what I received.,food
Q8h3mCvx3YM1ykqcMl8PSg,Xh08NmHdB86LexgXrIxr2Q,Catfish sandwich,food
0x6cX8YNMs6NycGTFV_1Bg,bDsAHMac9QIzh2SNZXFE0w,,inside
8pI3wU413jTRm-O09724HA,FSvFk1lWR0YBYP_-L_iLTQ,,inside
a7P-PVixBheGz_gWTJd0HQ,_LgI5387qAmMuS8i6h69cg,Market Vegetable Flatbread,food
Sqg50pkjhTKKBxtOWsa5zg,WYSqcpQv0OA8RyE7f2mnnw,Signage!,outside
W9e7iRxH0J2RhJtctN0QwQ,GoGss2SqsUPwP0xcI9IUuw,I stopped at 1 coffee house in nola and this was it!!  So Awesome with amazing service,drink
hLbE21c4deeLmH5itCAY6Q,gZYvdfS_mPWLG9LqsJ0InA,Crawfish boil competition,outside
ncQGXt0JB1EZ-fX1mA4F5Q,TMBbCDQG6bENJoQSST0XiA,Bread Pudding,food
yzt_OuXStZwX4yXyiZBzkQ,uLlnmQB3EEN7UbHD1c-Fjg,,drink
iGwXxZsDo5aJjQQYmraPEA,rAMlyZQe5eFrdLRVQfY4ZQ,"Ham & Cheese, Turkey, Chicken Breast, or Smoked Sausage",food
zIPRs-P9bDm6Sc9Fj1WfBQ,NHL1c_30iYXvJZcqEo6fwQ,,outside
DogH-U5OrMoQCy4mTVAueQ,zRWtPxp8lHfcGtIl15_iXA,Octopus and spicy tuna,food
yxKyqXGNu1NZ4gvAi0MgrQ,FlDkxuO6MGrW7x1OJTtJew,Empanadas,food
WIXZnQngUWxm8u0vPfNcKg,qb28j-FNX1_6xm7u372TZA,Macque Choux Corn,food
blq7cpSMJWJvKcCRS02xRQ,j6I_2GtM3PBLHSdl-fOgrA,Udon Noodles with Bok Choy,food
ihk-5wMZnI1aeI96pB3W2A,24f-qQokEN2UvBNHMWLm3A,Charbroiled Oysters,food
CdkDk9UQUObZEyuai3oyZQ,LkCFcD-5QyNIUnEfO78npw,,inside
S703_Byjt3EbXCF8VD_u1A,yKAOohng_AJl22LgjBPl1g,Beef on rice,food
vIFiloqNBulyS2tKSauCeQ,Zu190KfU6xuNaOCDfthmYw,,outside
rA9itKzD1HGfhPDb6Sd4VQ,DkVFvHGyNBGuPMzI9Zdt1A,Bacon Werewolf,food
f0gOARC71y0_bWtrwdvjOw,Scai7ZFQLGAInHruaWFRoA,,drink
KxudkHRSHpO6clZynw1VDA,Q6BQcgabriKd5wPxvzOIWg,Devils food cake,food
zcxG-rT9exiGuifsosdqbg,0eP5RJNSsSYdPvUY3ZbTvw,,outside
P1v2IVxyNiDTSGmrHOfPNQ,iwmW2mgcn2YdirXUHCsgXQ,Half a dozen Charbroiled Oysters - $11,food
IzyOqJqbnEJNcf8oso3l5g,ww3YJXu5c18aGZXWmm00qg,Chef Jerry's Shrimp & Grits...average...,food
AIIDp9nLrlsO8hskSXYcXw,TVDe34aKHkjaEOtCqffwbw,,inside
eouHcwXOjSgi_8N83eiSzw,kRG2ZrCT5RvwD2tajVnpjA,,outside
sMnxi8RcCHp2Q82UnMF2oQ,4w_TG6uA5bIxnC5tpkOb3g,,food
Z2PPCz5t481orgIKro_ipQ,J5wx3AY-jkOqt4sTDq2uGQ,,food
9QtXCLqiTqUPTJOQ8Bym1Q,Ra9zH1CBYtAC6vMfKYsHew,Too close to the table.,inside
7Q6oUlniampQQG3sc2lnvw,hdsSqJ6XotB8LUyWjM0LKQ,Nice decor,inside
TigCl4xgVnZVdxmSEOarjQ,z0MXYel0okwMqLjgMkKD2A,,food
GfBLTXPKgJXLiZcCDSC3Lw,iSRTaT9WngzB8JJ2YKJUig,The counter @ Mother's,inside
Zhs5UmoDI2gFg6s2fUINwQ,nVLY5-SfBToQv1Z2uj7cLQ,"Cookie dough as ""bread"" and vanilla in between",food
J5Zv9-Bt1XWsJHQfQWzrLA,wtwDcp79klLOLaIjCFHQCA,new interior of Magazine St. location,inside
xee82XHUfN9SXTcyeTGKfQ,F7J-Kc3fR0vdjcpN9TYLJw,Interior,inside
VlEbu-q4TCN3cOIZ5_Arzw,JhpRI9m71ybWHkAqRdL0Tg,,inside
hPL4rl0Do0UtYYwoH3kV5A,WNhcS2zi4zAqA2TbduVINQ,,food
i9o-jiwwCjn8SJVWdwqMsQ,1klQuTKmJr-eMQPuFaQ5fg,,food
FNFdeMoYOdraMTQ_m7qr2w,I3Uy20BKx7G-Fzz6hLIeWg,Fried oysters,food
z1yiIHW4zsgAH5z6jY2nvw,VVH6k9-ycttH3TV_lk5WfQ,,drink
dBiq2naQmVQetw1djEN7pA,VQcCL9PiNL_wkGf-uF3fjg,Crab claw appetizer!,food
ioZScUiYimUpcVDYT4Z6ww,FEXhWNCMkv22qG04E83Qjg,,outside
iFNlArzzP0V8LtGtKOg6EQ,SeKVdPJEO2NK5Gcc4QPpjw,Bistreaux Bar,drink
B3VK40kkp2RDBn8sNlSmcA,lWPQeVAZInbNntRu6eFkbg,Crawfish Étouffée Pizza,food
8UYvB8LZXgC8XMyO6M1WUA,fzWfyNec66KVLoulLP2E5A,Dining area,inside
xC6Mp2fqP7_ySFHN70q0Wg,solZespjuuKYogZQHvXEGQ,Seating at Daily Beet,inside
1R9YxhW0_6Wiw5EsNykf1w,RvTHIKHaPVVp8S9cihpi5w,,outside
0o3KSnszl-QAsFBmSiLQlQ,V9VLhHdSFpFi4yXFqVcVEA,,inside
W4I4yx3dAX0P3NkFisiSDg,u7uFQCoHFtBKCtbWUm6yZw,Z...kitchen,inside
eO7ZyTr9T_vngLiWdHZ4cQ,W4ZEKkva9HpAdZG88juwyQ,Garlic Truffle Fries,food
Wkp4ymYDt0l3h9dPCsiI_Q,M0YuK7sLLSA3TfBC4UkUzg,Inside,inside
ErwPpW3-4_jPWYggUNNWVg,6Ty-KKWq6hLZYW8DWEHYvg,Roof of the piano bar,inside
4BMo8sl3VGBUnxSFsH1HuQ,Sad6etx6kKYxrpvWcd11MA,Sloppy Roast Beef Po-Boy,food
vr1_RAFV8J_t_l478L3Flw,TEv0kn08Hq2UZ3k74Ieh_Q,,food
YtLI95GzR_VNmZizcEneEQ,gTC8IQ_i8zXytWSly3Ttvg,Bacon Melt - must order Burger - worth it if craving Pimento cheese - worth it if craving,food
8XFFhtbQiCnMdOHZ11HXxw,VVH6k9-ycttH3TV_lk5WfQ,,outside
wK3WMVte9mtJE7C3gonPxw,_jQEeYRXkInq_x7yJm-ORg,,outside
U40RAdUn8BFSo8BAxwDe6Q,6a4gLLFSgr-Q6CZXDLzBGQ,,food
eoo1pAdZw52BRiNB726aCw,j4kYliTkKf7k-oDqVgyXYA,Corn-Fried Des Allemands Catfish,food
C0WCNJM4Jn3BfEtp57_Gpw,FDx_EgHcBvIRGH4UlyuNCA,Inside.,inside
Q6nCaCJ7JFKItsu52FPHWg,SjiRaZoWaDpkCCpq5SsrMw,The Union Kitchen's Creole Jambalaya,food
EGNVcpDHZCaFzn5sfPREZQ,oe-iacnzvyHV8zxaNqCf7A,,food
iLuC-THOFib8MNeEL2MeEA,R6P3KSFafpKz6bEtHsWz1A,Vegan Far East,food
ZKTTMOy37JJSkNUuYRGHvw,QX96jNeZ15qm4xgw5AW5dw,,food
dohIp7WtmCYMtVO63zPpHg,V1XS9HMe9bzEuW4RZFycBA,,inside
5ACxZAENMMnyQ_LoJe3aXA,Hz0p2RasO5tjll-AdjpJqw,,inside
Av4hUiZo9Uuz-0-tIeDgcQ,V1XS9HMe9bzEuW4RZFycBA,Thai tea,drink
Xvqc4vbp0RtlrA4QmXoUGA,GIo6CTonm96GbnHqLsw04g,Blackberry Jazz cocktail contains moonshine and sparkling wine,drink
0--Vzc2eW4h55l1bagZNqQ,j8JOZvfeHEfUWq3gEz6ABQ,,food
B_yoxTNlpCL8iAObWU6_6Q,PJtI7vmojLrIH1qvFrFZkg,Classy and fun!,food
alAU3llIvMcW9QHoVb_aGA,gTC8IQ_i8zXytWSly3Ttvg,"Boudin close up,  creamy texture with just a slight tender bite of the rice.  Must get on a NOLA trip, especially at Cochon Butcher!",food
lkXXeeEAzcWmxaBiFUzg3w,_C7QiQQc47AOEv4PE3Kong,Spring sangria,drink
kR5MkbijRL3lAlX9fkXKsg,24f-qQokEN2UvBNHMWLm3A,Filet topped with mushrooms and Marchand de Vin sauce.,food
GXmVuxccLpFQ8xgLFi9JnQ,2ZGv7sKYtWK8NIWqMJCSfQ,,food
BeOOhpe7zKnUaAe3QzodPw,nHsoeVL1dXs9ZNjmdrlPuA,,outside
cnm1BJ--VlXakF_w4v4_ag,wjZwXKDiFBQXlO8-TjQTXA,Crêpes,food
OIAc25Wrz-S2dizfQ3heKw,JvawJ9bSr22xn4R9oLvl_w,Jambalaya pasta,food
nkoEjMn8r69Q99sDOP1xCw,24f-qQokEN2UvBNHMWLm3A,Large Annex,inside
h_yv91MH8QIrlNe2dWRrHw,stqWlKEgXweNQSsxOsHjVA,the famous Peacemaker Po-Boy!,food
bFYvFU0ROLdYvGLKUn1DvQ,lERF8vpTeN71A-vE9DhIaQ,,food
z_IVF4WgbwLgzj_98ZAp9g,hPd6uMCjNglnOwwHpkY5Tg,,inside
tb7SrMirPjew5wB7VY8HrA,BjeHLwKOlHyV6DJgmZxAjA,po'boy with extra bacon,food
-6h3L8eIuSvRuK_MAjrpYA,7kHvPCBSmRgzDgjO9xXT1g,,inside
tEndpWf3RNEqzaG_ytapUQ,BfAYvF-GsCljAFNRmuP3lg,Chicken Liver Parfait,food
SNfBXWke3jtRFAsBRxqxwg,zYyVEC0IF86xSHF3GFmvkg,Valentine's Day 2019,inside
1WeOAiRD_BlweAvwjXy5nA,FEXhWNCMkv22qG04E83Qjg,Yum!!!  Hot beignets,food
mm8urE0l_JTXsEveYhPVVQ,aROhaLh-dqtt-h6BG-gn2w,,food
8dLUIKqkdS1rU5tOgMHKTQ,7kHvPCBSmRgzDgjO9xXT1g,,inside
2Z5O5tbycq3xcbG6PmDE-A,yMlpyzvx5o3tTFI_1esgGQ,My dude + pop turnt.,food
HTbeVBG92IE1apv2ctTnzg,n_fUROdhfmLwd_mpBi55ew,,outside
f5HfmjuzUGIOa5h-HrWPXg,xvTa375IhWkFSiujUI2adg,Our gyro on pita bread!,food
zIiMTtDpGLC-bz245r95MA,_h94BxrrFKPvzUIRx3Xkhg,,food
-QOjuqn-lJ-E3LHgeOPEyQ,KUxeF9WDiPZZguBEwwonbw,,food
3t_iHrIZHKNi77W74IjJyw,wQNkpi9RvpuoiDB-CiHxog,,inside
YxE4kKB24C--TK6wwZkLjA,qclZoDz3sjT7v5xOSj5P2Q,,outside
O1G1w5AZxtBOV6whYy3Akg,n_fUROdhfmLwd_mpBi55ew,,inside
Ff00qC2bAkruhwxhC6SGaQ,-lX4ufgPLYubI8rVxNM31w,,food
XIFzbS37sykST1qKDqiZoQ,gTC8IQ_i8zXytWSly3Ttvg,,food
TMuj9tT_2RTTkA8LJHyU1g,gjbmwlYUImb2lQBp5LV3KA,baos!,food
fyPkYeZX9C2p3zct4sAjaQ,0a9zhrYfp-KDqhMxA3bWWQ,These pies really do get around.,outside
3somNXTbUv_d5iIgOsBdvA,OAjof8dhS2zScmZh2Xuo1A,,inside
Uhjb6Qj_ePU9ViQvvQNNnQ,rAMlyZQe5eFrdLRVQfY4ZQ,Chicken Melt,food
sNzJdnbvza0kggY_a07AQg,Hj_-qd7KyQPRqTWzWgsFag,,drink
N4LH7ryIr-ICkJGKBPdqrQ,VQcCL9PiNL_wkGf-uF3fjg,,outside
riEf8hTukxx3Gi7Cbxh4Tw,X-BZp1KMgGzKkf_92Y3fWw,,food
ThC0hrujMnm2InfAsQt2Lw,k1-3XZUKemdtDPeej9KI7A,Fantastic decor!,inside
wXembmexn5YutP1Srs8Yzg,CRnqAB-ViEfQ0CQGOlEIeA,It's a boy!,food
wIneetj6CnA2r61PZT27nA,7gtWQMLOEwCxh1I5j6uB4g,,food
OMQTXvD_T3PDP_3ofU7bJw,cQrpOysPJFa3B_WEHsNSqQ,,inside
RA2vP7R1yssujaSKy0QGOA,FEXhWNCMkv22qG04E83Qjg,When in Rome,food
Oz0IX13ssWjBjJUWdd2uqA,7u40cyMxw4iGosMdkesoEQ,,food
Z5OYf5vmvWs905UK_om7vg,gjbmwlYUImb2lQBp5LV3KA,Spicy Chilled Buckwheat noodles,food
5_Mw5ec2-4qcIlbZ530cGQ,u7uFQCoHFtBKCtbWUm6yZw,Calamari in tomato basil sauce,food
qVJTnRNmzhqWvJi3u898gg,9xdXS7jtWjCVzL4_oPGv9A,,inside
ZEj8A5fpAShohMQC9ksOYA,BS7OnkMycH8tD3Bqpz2FAQ,Vanilla Latte with soy milk,outside
yWJr_OhsjUIDxiqG0GsF_w,ku8cAVBLaF_4rI-yK6gNnQ,tableside prep of bananas foster,inside
LKZIrc-aeX1_q17HmDB_Kg,w6yF2Y88KhzTld0WXgICtA,,drink
SAifISga1E4SLerTJ7osUg,VQcCL9PiNL_wkGf-uF3fjg,We got seats at balcony..great!,outside
7hS-d7NOWkdDJCjpzKBeDA,Udkoo_WdRpHtVAWbALCvjw,Raw Oysters and Bubbles,food
4ocr22bfwjRLQp4W7jJtfw,6Aa0t9YWJNknGP9tHWmG5Q,Club Sandwich,food
A9uLDzSqn-AU_cXyeDrtKQ,8--kOza0B6v6fQyEdf60Eg,Awesome tour and awesome ending!,drink
DQBUBp8up5NILzLnDAvSoQ,rAMlyZQe5eFrdLRVQfY4ZQ,The Buckaroo Burger,food
BrguW0D8mJBNAywFkl13yQ,FRYkg_JvsWU9xIXZsEZcVA,,inside
n9lfo00a0kJNGusLaGhAnw,6a4gLLFSgr-Q6CZXDLzBGQ,,outside
7mACYPx79z9ckMT9fWqKLQ,nYzCXMzSk8pjMnYVI6z3RA,,inside
ibVGiJfr9EeJZCEjMuiegA,t3OnkntIrz2GjYgeGmsh5Q,Dining room,inside
7hLdO2MeAIKY1n8UBEInoQ,kouFQZiu6lK59nxRLP6LsA,,food
mS7zYvgyMqCNOGAGBCvDvg,hn-7UsL-jGxgVprVv4Rv5w,Having a flight at 504 Craft Beer Reserve.,inside
UG3yUGECeuZJkA4NSnTeFA,Et2yOijYQbWyR-mE0-z40w,,inside
yX9TgNkjEgOsyXFO1Ntw4Q,YnhrJ94quRechwC3a7Pd-g,,drink
jmPjazIot7nq_jQjGM2lsQ,CYMUz5KDEGI3Faqaz0skBw,Queso Blanco at Pete's! Yumm,food
xoBB8aJttKGBgTFVuW-KOQ,GBTPC53ZrG1ZBY3DT8Mbcw,Lüke,outside
q-ZMeeImg_1Uxsda4rGE8w,u7uFQCoHFtBKCtbWUm6yZw,I have always wanted to come here!,drink
BINescjbtRMpKugpriZysw,FlDkxuO6MGrW7x1OJTtJew,Marinated crab claws,food
a8hf_I5eOmjsXAVgyG3x0g,pAZWpwDFOR2mFUfOIFAG7w,,inside
hHi_gHNh4zIA6T55-iDMvg,9zlspOuU7cXAVesgah7udA,Octopus Taco,food
VF--MGrmemC87UctbpHKmQ,ww3YJXu5c18aGZXWmm00qg,Cafe Amelie at Dusk,outside
y1hhQWbJzqts2hnEwo12XA,XkQadWW9bUR855KvPZBNUw,Had some privacy this afternoon.,inside
83ED-kjJMu6TysQk7vAztQ,ECOUuwE5H1HHE8xBfNAjFg,,outside
CZt1JBirkAldoRkZRpyWlA,u0U5IQEQzQauLnP54rMUOA,,inside
nwOTNUnLy9atZtADygco0g,UmjITdXHhEF46ho6IhaGQg,,inside
H-IZpfaTxfTWU5Nyaz5chQ,uDYln8JtfxBpj5Vg04BRKQ,Recipe on my review,food
Q2Tpj74zAQ4iocxcxflnlQ,99dN-202N0EzRqdaOA_eRQ,Broccolli & Avocado Power Bowl w/ chicken,food
DvKrW0fAV7Cpnv4OpMM7Zg,iSRTaT9WngzB8JJ2YKJUig,Inside Mother's,inside
-t6eATWlZ0CeFKQuWiSUKA,tJhIqLwZnbBl5FKIChEIQA,,food
dK80i73TudJJ6xCL6B9nRQ,uvQQlr5ye4ReQTxuyB7kCA,Snow White,food
n-mE_Lf-GoPVHVY1TXG9Rg,aG1m3tufKdPsRiberh6T9g,,food
cxcgb2e7syoqfeYT29MJOA,1Mmo93UBNsaVW7OnpWDuQg,Automated pour over system,drink
kC_SQBmVEU62awDCDyLN2g,_h94BxrrFKPvzUIRx3Xkhg,Alligator appetizer,food
K9K_MeeZEVKiqASWEGv85A,5OK71bsZ3UndLeTXUE5mKw,Oven roasted pork tenderloin with ginger sweet potato mashed.,food
KpJZpBGzD9BTXPg5kER0_w,7gtWQMLOEwCxh1I5j6uB4g,,outside
pbg-f5CYr_Y35wWtSWSfdw,61vAJBC0E_fGjKDEYXJ2Zg,,drink
bI1sRy_xF2k2LmSE7XiyrQ,ajM1U0EUVF8zKi-d-JKcDg,,inside
tDQNjo3gjUXuy6FXO-7FXA,W8YDBLJkvjVf0VUgXwE8VQ,This place crepes me out.,inside
weutVyVLniPyE4dWJEXKAw,j8JOZvfeHEfUWq3gEz6ABQ,,drink
ie6WqVf62mRyAMKsSWBzvw,6Ty-KKWq6hLZYW8DWEHYvg,,inside
EmIyde3f4JQ4fgk_7Ru5Sg,_ab50qdWOk0DdB6XOrBitw,The chargrilled oysters are life changing.,food
p5NT7RwJ7NMsFhgcTdGDUA,TVDe34aKHkjaEOtCqffwbw,What a Bloody Mary by bartender Collins!!,drink
7m6yMwyt5nMDAY36VFVhqg,6Y61FisC5lEVxLEaMzyUUQ,,food
a9PBhCtQ9aSQgoSJZ5pWgQ,U4X-tzwvTzW8uWxs2KIPtg,Breakfast place,inside
U8hl9qhS2avNBDtXL2vLEA,_C7QiQQc47AOEv4PE3Kong,,food
y6Dsyvur7U_3U8X1zT-BoQ,Et2yOijYQbWyR-mE0-z40w,,food
KQ13bxGpLitF7oRQJX57LA,_ab50qdWOk0DdB6XOrBitw,Fried Shrimp and Oysters,food
bOjlXnLzVaxR-Le3VyXPtQ,htDRn1cXDyimxz6BJWB3LQ,Interior,inside
oLp-PYO3PQOTCoVL4X3nHA,Zu190KfU6xuNaOCDfthmYw,,outside
b10jyFYMWG-xj3ZfC5FLeQ,Zh1JlS8z9pqJ39vs1hW7Ug,Shrimp Creole,food
tfNod4H6RxodWyI4j2rjoQ,d9OTctJEITa5DmAvWpKfoA,Yolko Ono!,food
z9vs1Rc-xEVDyj5cVFGvPA,C26xmwM2_OgJJi2BbL3KkQ,,inside
GSaCynxpMq35zfkTIjQmZw,rAMlyZQe5eFrdLRVQfY4ZQ,Deep Fried Honey Praline Ham,food
OHY961q-tIThi5aMsYLrug,pUlpCJBYR7chLMMUKA5Ydg,,inside
cAV-o6goFryl3c_Zp1KNlw,PGd06nrseC2YAIqP6S9gUA,Shrimp and gits,food
